name	ensembl_id	chromosome	position	length	source	type
1700003H04Rik	ENSMUSG00000039174	3	-124581101	24749	ensembl_havana	protein_coding
1700006A11Rik	ENSMUSG00000027973	3	-124426040	25051	ensembl_havana	protein_coding
1700006E09Rik	ENSMUSG00000010841	11	101984278	7985	ensembl_havana	protein_coding
1700007B14Rik	ENSMUSG00000031620	8	75448693	535809	ensembl_havana	protein_coding
1700007G11Rik	ENSMUSG00000057816	5	98329303	472743	ensembl_havana	protein_coding
1700007K09Rik	ENSMUSG00000030858	7	-131329516	3572	ensembl_havana	protein_coding
1700007K13Rik	ENSMUSG00000026831	2	-28466332	4331	ensembl_havana	protein_coding
1700008O03Rik	ENSMUSG00000008028	7	-44385820	25777	ensembl_havana	protein_coding
1700008P02Rik	ENSMUSG00000069118	3	-6620443	5025	ensembl_havana	protein_coding
1700009N14Rik	ENSMUSG00000028287	4	39450294	1481	ensembl_havana	protein_coding
1700010B08Rik	ENSMUSG00000057047	2	173719414	2674	ensembl_havana	protein_coding
1700010I14Rik	ENSMUSG00000023873	17	8988332	19986	ensembl_havana	protein_coding
1700011H14Rik	ENSMUSG00000021850	14	-49245428	19070	ensembl_havana	protein_coding
1700011I03Rik	ENSMUSG00000058925	18	57533779	197285	ensembl_havana	protein_coding
1700011L22Rik	ENSMUSG00000031682	8	-79248570	38139	ensembl_havana	protein_coding
1700011M02Rik	ENSMUSG00000079476	X	102908904	746	ensembl_havana	protein_coding
1700012A03Rik	ENSMUSG00000029766	6	32050245	8675	ensembl_havana	protein_coding
1700012B07Rik	ENSMUSG00000020617	11	-109828046	40395	ensembl_havana	protein_coding
1700012B09Rik	ENSMUSG00000031927	9	-14771030	14443	ensembl_havana	protein_coding
1700012P22Rik	ENSMUSG00000028589	4	-144438772	20583	ensembl_havana	protein_coding
1700013D24Rik	ENSMUSG00000079346	6	-124357086	9493	ensembl_havana	protein_coding
1700013F07Rik	ENSMUSG00000027886	3	108534149	10573	ensembl_havana	protein_coding
1700013G24Rik	ENSMUSG00000041399	4	137453283	2177	ensembl_havana	protein_coding
1700013H16Rik	ENSMUSG00000054727	X	-53757831	14930	ensembl_havana	protein_coding
1700014D04Rik	ENSMUSG00000051054	13	-59746752	5910	ensembl_havana	protein_coding
1700015F17Rik	ENSMUSG00000079666	5	-5479143	41316	ensembl_havana	protein_coding
1700015G11Rik	ENSMUSG00000094445	7	-52015728	4045	ensembl_havana	protein_coding
1700016C15Rik	ENSMUSG00000015962	1	177729813	23510	ensembl_havana	protein_coding
1700016D06Rik	ENSMUSG00000031509	8	-11701063	46139	ensembl_havana	protein_coding
1700016H13Rik	ENSMUSG00000029320	5	-103656010	7971	ensembl_havana	protein_coding
1700016K19Rik	ENSMUSG00000053783	11	75999911	3657	ensembl_havana	protein_coding
1700017B05Rik	ENSMUSG00000032300	9	-57262612	9495	ensembl_havana	protein_coding
1700017D01Rik	ENSMUSG00000024729	19	-11130876	34060	ensembl_havana	protein_coding
1700017N19Rik	ENSMUSG00000056912	10	100590483	27917	ensembl_havana	protein_coding
1700018B08Rik	ENSMUSG00000031809	8	-121544320	13540	ensembl_havana	protein_coding
1700018C11Rik	ENSMUSG00000058935	4	-63622428	15339	ensembl_havana	protein_coding
1700018F24Rik	ENSMUSG00000029620	5	145042989	2691	ensembl_havana	protein_coding
1700018G05Rik	ENSMUSG00000109745	X	102928371	722	havana	protein_coding
1700019A02Rik	ENSMUSG00000060715	1	-53187636	29059	ensembl_havana	protein_coding
1700019B03Rik	ENSMUSG00000040340	8	3470861	16319	ensembl_havana	protein_coding
1700019D03Rik	ENSMUSG00000043629	1	-53020179	97855	ensembl_havana	protein_coding
1700019N19Rik	ENSMUSG00000026931	19	-58794461	8658	ensembl_havana	protein_coding
1700020A23Rik	ENSMUSG00000027409	2	130405258	815	ensembl_havana	protein_coding
1700020D05Rik	ENSMUSG00000100937	19	-5503787	1020	havana	protein_coding
1700020L24Rik	ENSMUSG00000035085	11	83437676	3556	ensembl_havana	protein_coding
1700020N01Rik	ENSMUSG00000050844	10	21593144	29231	ensembl_havana	protein_coding
1700020N15Rik	ENSMUSG00000059690	X	69945299	678	ensembl_havana	protein_coding
1700021F05Rik	ENSMUSG00000019797	10	-43540994	15861	ensembl_havana	protein_coding
1700021F07Rik	ENSMUSG00000027518	2	173522585	5915	ensembl_havana	protein_coding
1700022I11Rik	ENSMUSG00000028451	4	42969603	14036	ensembl_havana	protein_coding
1700023F06Rik	ENSMUSG00000020940	11	-103208558	9614	ensembl_havana	protein_coding
1700024B05Rik	ENSMUSG00000052334	14	41943994	59826	ensembl_havana	protein_coding
1700024G13Rik	ENSMUSG00000072473	14	-32388373	11871	ensembl	protein_coding
1700024P04Rik	ENSMUSG00000045022	13	-98984565	480	ensembl_havana	protein_coding
1700024P16Rik	ENSMUSG00000078612	4	104913455	103407	ensembl_havana	protein_coding
1700025B11Rik	ENSMUSG00000101113	15	-77561892	3653	havana	protein_coding
1700025C18Rik	ENSMUSG00000078935	2	-165090750	12057	havana	protein_coding
1700025F22Rik	ENSMUSG00000024728	19	-11165320	25656	ensembl_havana	protein_coding
1700025G04Rik	ENSMUSG00000032666	1	-152090125	237722	ensembl_havana	protein_coding
1700027J19Rik	ENSMUSG00000063838	7	-4164860	13600	ensembl_havana	protein_coding
1700028J19Rik	ENSMUSG00000038782	7	-44236122	6192	ensembl_havana	protein_coding
1700028K03Rik	ENSMUSG00000089798	5	107534708	16833	ensembl_havana	protein_coding
1700028P14Rik	ENSMUSG00000033053	19	-23652812	94052	ensembl	protein_coding
1700029F12Rik	ENSMUSG00000052075	13	-97034362	12498	ensembl_havana	protein_coding
1700029H14Rik	ENSMUSG00000031452	8	-13562461	11728	ensembl_havana	protein_coding
1700029I15Rik	ENSMUSG00000044916	2	92382537	3170	ensembl_havana	protein_coding
1700029J07Rik	ENSMUSG00000071103	8	-45975252	21646	ensembl_havana	protein_coding
1700029P11Rik	ENSMUSG00000061633	15	81980539	1023	ensembl_havana	protein_coding
1700030J22Rik	ENSMUSG00000031847	8	-116978959	9365	ensembl_havana	protein_coding
1700030K09Rik	ENSMUSG00000052794	8	72443879	17121	ensembl_havana	protein_coding
1700031F05Rik	ENSMUSG00000032894	X	-102867971	8785	ensembl_havana	protein_coding
1700031M16Rik	ENSMUSG00000099353	15	98398418	17849	havana	protein_coding
1700034E13Rik	ENSMUSG00000024532	18	52646208	17524	ensembl_havana	protein_coding
1700034I23Rik	ENSMUSG00000074619	3	-40902543	2347	ensembl_havana	protein_coding
1700034J05Rik	ENSMUSG00000040163	6	-146954422	4093	ensembl_havana	protein_coding
1700034O15Rik	ENSMUSG00000029867	6	41684430	1286	ensembl_havana	protein_coding
1700037C18Rik	ENSMUSG00000005983	16	-3908689	13510	ensembl_havana	protein_coding
1700037H04Rik	ENSMUSG00000027327	2	-131160081	13757	ensembl_havana	protein_coding
1700040F15Rik	ENSMUSG00000100667	Y	61102246	32012	havana	protein_coding
1700040L02Rik	ENSMUSG00000019945	10	-68541896	110943	ensembl_havana	protein_coding
1700042G07Rik	ENSMUSG00000078593	4	116173371	918	ensembl_havana	protein_coding
1700047I17Rik2	ENSMUSG00000094103	12	55199591	17576	ensembl_havana	protein_coding
1700049E17Rik1	ENSMUSG00000079271	14	41924948	8092	ensembl_havana	protein_coding
1700049E17Rik2	ENSMUSG00000072613	14	41570695	5623	ensembl_havana	protein_coding
1700056E22Rik	ENSMUSG00000044854	1	-184034301	1271	ensembl_havana	protein_coding
1700057G04Rik	ENSMUSG00000074139	9	92309376	48499	ensembl_havana	protein_coding
1700061G19Rik	ENSMUSG00000024209	17	56875476	13427	ensembl_havana	protein_coding
1700064H15Rik	ENSMUSG00000082766	3	-19628677	18309	havana	protein_coding
1700066B19Rik	ENSMUSG00000073598	18	35703224	27644	ensembl_havana	protein_coding
1700066M21Rik	ENSMUSG00000038323	1	57377619	7803	ensembl_havana	protein_coding
1700067K01Rik	ENSMUSG00000046408	8	84001501	3268	ensembl_havana	protein_coding
1700067P10Rik	ENSMUSG00000021545	17	48089631	1288	ensembl	protein_coding
1700069L16Rik	ENSMUSG00000042184	5	-113724772	32350	ensembl_havana	protein_coding
1700074P13Rik	ENSMUSG00000029883	6	-40940557	20120	ensembl_havana	protein_coding
1700080E11Rik	ENSMUSG00000032566	9	-105145092	1750	ensembl_havana	protein_coding
1700080O16Rik	ENSMUSG00000031118	X	-51972772	4077	ensembl_havana	protein_coding
1700084M14Rik	ENSMUSG00000057805	X	-91575911	701	havana	protein_coding
1700086D15Rik	ENSMUSG00000020548	11	-65159891	7981	ensembl_havana	protein_coding
1700088E04Rik	ENSMUSG00000033029	15	-79141253	11904	ensembl_havana	protein_coding
1700092M07Rik	ENSMUSG00000090840	19	8740717	507	ensembl_havana	protein_coding
1700093K21Rik	ENSMUSG00000020286	11	-23521155	4952	ensembl_havana	protein_coding
1700102P08Rik	ENSMUSG00000032611	9	108392804	18129	ensembl_havana	protein_coding
1700109H08Rik	ENSMUSG00000008307	5	3571565	12790	ensembl_havana	protein_coding
1700112E06Rik	ENSMUSG00000063458	14	22019711	1036373	ensembl_havana	protein_coding
1700113H08Rik	ENSMUSG00000047129	10	87058044	172544	ensembl_havana	protein_coding
1700122O11Rik	ENSMUSG00000094928	17	-48038293	1548	ensembl_havana	protein_coding
1700123K08Rik	ENSMUSG00000029526	5	-138564712	2872	ensembl_havana	protein_coding
1700123L14Rik	ENSMUSG00000072878	6	-96166243	1746	ensembl_havana	protein_coding
1700123O20Rik	ENSMUSG00000040822	14	54686170	4571	ensembl	protein_coding
1700125H20Rik	ENSMUSG00000018479	11	85170403	10741	ensembl_havana	protein_coding
1700129C05Rik	ENSMUSG00000021977	14	-59142893	9853	ensembl_havana	protein_coding
1810009A15Rik	ENSMUSG00000071653	19	8888852	2028	ensembl_havana	protein_coding
1810009J06Rik	ENSMUSG00000094808	6	40964753	3681	ensembl_havana	protein_coding
1810010D01Rik	ENSMUSG00000109305	7	-145208119	2294	havana	protein_coding
1810010H24Rik	ENSMUSG00000078607	11	107025680	4762	ensembl_havana	protein_coding
1810011H11Rik	ENSMUSG00000041707	14	32785962	32005	ensembl	protein_coding
1810011O10Rik	ENSMUSG00000056313	8	-24438984	1804	ensembl_havana	protein_coding
1810013L24Rik	ENSMUSG00000022507	16	8830099	28816	ensembl	protein_coding
1810022K09Rik	ENSMUSG00000078784	3	-14611285	5001	ensembl_havana	protein_coding
1810024B03Rik	ENSMUSG00000044145	2	-127208280	21925	ensembl_havana	protein_coding
1810030O07Rik	ENSMUSG00000044148	X	-12673668	18789	ensembl_havana	protein_coding
1810032O08Rik	ENSMUSG00000020812	11	116671659	4139	ensembl_havana	protein_coding
1810037I17Rik	ENSMUSG00000054091	3	122924202	1981	ensembl_havana	protein_coding
1810041L15Rik	ENSMUSG00000062760	15	-84447097	67894	ensembl_havana	protein_coding
1810043G02Rik	ENSMUSG00000020284	10	77978523	8381	ensembl_havana	protein_coding
1810046K07Rik	ENSMUSG00000036027	9	-51328917	39231	ensembl_havana	protein_coding
1810049J17Rik	ENSMUSG00000097221	15	-12321899	461	ensembl	protein_coding
1810055G02Rik	ENSMUSG00000035372	19	3708332	9548	ensembl	protein_coding
1810062G17Rik	ENSMUSG00000027713	3	36475936	6362	ensembl_havana	protein_coding
1810065E05Rik	ENSMUSG00000013653	11	58421110	4913	ensembl_havana	protein_coding
2010003K11Rik	ENSMUSG00000042041	19	-4498583	1793	ensembl	protein_coding
2010005H15Rik	ENSMUSG00000095620	16	36221467	35976	ensembl_havana	protein_coding
2010106E10Rik	ENSMUSG00000025528	X	112495273	63069	ensembl_havana	protein_coding
2010107E04Rik	ENSMUSG00000021290	12	-111966977	5602	ensembl_havana	protein_coding
2010107G23Rik	ENSMUSG00000020083	10	-62143920	36265	ensembl_havana	protein_coding
2010109A12Rik	ENSMUSG00000029384	5	93206517	6957	ensembl_havana	protein_coding
2010109I03Rik	ENSMUSG00000063522	15	-74897021	20034	ensembl_havana	protein_coding
2010111I01Rik	ENSMUSG00000021458	13	62964892	361203	ensembl_havana	protein_coding
2010300C02Rik	ENSMUSG00000026090	1	-37720085	108408	ensembl_havana	protein_coding
2010315B03Rik	ENSMUSG00000074829	9	-124312696	20892	ensembl_havana	protein_coding
2200002D01Rik	ENSMUSG00000030587	7	-29248466	1905	ensembl_havana	protein_coding
2200002J24Rik	ENSMUSG00000013083	7	30698925	1610	ensembl_havana	protein_coding
2210010C04Rik	ENSMUSG00000029882	6	-41035509	5241	ensembl_havana	protein_coding
2210011C24Rik	ENSMUSG00000074217	8	-84012171	1949	ensembl_havana	protein_coding
2210013O21Rik	ENSMUSG00000086316	X	153723589	18330	havana	protein_coding
2210016F16Rik	ENSMUSG00000021550	13	-58385225	5179	ensembl_havana	protein_coding
2210016L21Rik	ENSMUSG00000029559	5	114942157	7625	ensembl_havana	protein_coding
2210017I01Rik	ENSMUSG00000103523	3	-92607492	2774	havana	protein_coding
2210407C18Rik	ENSMUSG00000037145	11	-58616075	7871	ensembl_havana	protein_coding
2210408I21Rik	ENSMUSG00000071252	13	77135539	477751	ensembl_havana	protein_coding
2210418O10Rik	ENSMUSG00000078894	2	176226568	13759	ensembl_havana	protein_coding
2300002M23Rik	ENSMUSG00000039269	17	35567449	1502	ensembl_havana	protein_coding
2300003K06Rik	ENSMUSG00000078257	11	-99838066	1264	ensembl_havana	protein_coding
2300009A05Rik	ENSMUSG00000032403	9	-63399246	4799	ensembl_havana	protein_coding
2310002L09Rik	ENSMUSG00000028396	4	-73950846	11475	ensembl_havana	protein_coding
2310003L06Rik	ENSMUSG00000007457	5	87969458	3411	ensembl_havana	protein_coding
2310007B03Rik	ENSMUSG00000034159	1	-93160948	9599	ensembl_havana	protein_coding
2310009B15Rik	ENSMUSG00000079283	1	-138856852	4869	ensembl_havana	protein_coding
2310011J03Rik	ENSMUSG00000020133	10	-80320537	2283	ensembl_havana	protein_coding
2310022A10Rik	ENSMUSG00000049643	7	27553232	28866	ensembl_havana	protein_coding
2310022B05Rik	ENSMUSG00000031983	8	-124663369	27613	ensembl_havana	protein_coding
2310030G06Rik	ENSMUSG00000032062	9	-50746536	6845	ensembl_havana	protein_coding
2310033P09Rik	ENSMUSG00000020441	11	59208320	2417	ensembl_havana	protein_coding
2310034C09Rik	ENSMUSG00000068078	16	88758846	945	havana	protein_coding
2310035C23Rik	ENSMUSG00000026319	1	105663860	91330	ensembl_havana	protein_coding
2310036O22Rik	ENSMUSG00000041203	8	85026822	3463	ensembl_havana	protein_coding
2310039H08Rik	ENSMUSG00000062619	17	46772634	772	ensembl	protein_coding
2310046K23Rik	ENSMUSG00000102308	3	-92534511	2006	havana	protein_coding
2310050C09Rik	ENSMUSG00000090314	3	-92870216	1857	ensembl_havana	protein_coding
2310057J18Rik	ENSMUSG00000015519	10	-28986303	14015	ensembl_havana	protein_coding
2310057M21Rik	ENSMUSG00000040177	7	-131362759	24539	ensembl_havana	protein_coding
2310057N15Rik	ENSMUSG00000048830	16	-88774206	1027	ensembl_havana	protein_coding
2310061I04Rik	ENSMUSG00000050705	17	-35897431	4754	ensembl_havana	protein_coding
2310061N02Rik	ENSMUSG00000050704	16	-88707962	793	ensembl_havana	protein_coding
2310079G19Rik	ENSMUSG00000045331	16	-88627666	880	ensembl_havana	protein_coding
2410002F23Rik	ENSMUSG00000045411	7	44246721	5597	ensembl_havana	protein_coding
2410004B18Rik	ENSMUSG00000036873	3	145938013	6815	ensembl_havana	protein_coding
2410004P03Rik	ENSMUSG00000071398	12	-17011727	8408	ensembl_havana	protein_coding
2410015M20Rik	ENSMUSG00000049760	17	-56609771	2319	ensembl	protein_coding
2410089E03Rik	ENSMUSG00000039801	15	8169105	102052	ensembl_havana	protein_coding
2410131K14Rik	ENSMUSG00000032840	5	118245226	20866	ensembl_havana	protein_coding
2410137M14Rik	ENSMUSG00000064308	17	-36981237	3536	ensembl_havana	protein_coding
2410141K09Rik	ENSMUSG00000074832	13	-66441118	23004	ensembl_havana	protein_coding
2510002D24Rik	ENSMUSG00000071632	16	18836577	3582	ensembl_havana	protein_coding
2510009E07Rik	ENSMUSG00000043391	16	-21694665	45620	ensembl	protein_coding
2510039O18Rik	ENSMUSG00000044496	4	147940894	6419	ensembl_havana	protein_coding
2610001J05Rik	ENSMUSG00000052419	6	-13871518	3783	havana	protein_coding
2610002M06Rik	ENSMUSG00000031242	X	-107816334	33583	ensembl_havana	protein_coding
2610008E11Rik	ENSMUSG00000060301	10	-79097600	33226	ensembl_havana	protein_coding
2610020H08Rik	ENSMUSG00000030924	7	119794005	54937	ensembl_havana	protein_coding
2610021A01Rik	ENSMUSG00000091474	7	41599229	29303	havana	protein_coding
2610028H24Rik	ENSMUSG00000009114	10	76449080	12029	ensembl_havana	protein_coding
2610042L04Rik	ENSMUSG00000079388	14	4334762	19925	ensembl_havana	protein_coding
2610044O15Rik8	ENSMUSG00000071302	8	-129234406	18052	ensembl_havana	protein_coding
2610301B20Rik	ENSMUSG00000059482	4	10874497	24927	ensembl_havana	protein_coding
2610318N02Rik	ENSMUSG00000049916	16	-17125140	11741	ensembl_havana	protein_coding
2610507B11Rik	ENSMUSG00000010277	11	78261751	28871	ensembl_havana	protein_coding
2610524H06Rik	ENSMUSG00000092486	5	-114823468	1533	ensembl_havana	protein_coding
2610528A11Rik	ENSMUSG00000096001	14	-37114022	11882	ensembl_havana	protein_coding
2610528J11Rik	ENSMUSG00000028536	4	118526998	3229	ensembl_havana	protein_coding
2700049A03Rik	ENSMUSG00000034601	12	71136847	106455	ensembl_havana	protein_coding
2700060E02Rik	ENSMUSG00000021807	14	-19823823	12421	ensembl	protein_coding
2700062C07Rik	ENSMUSG00000024273	18	24470860	6904	ensembl	protein_coding
2700081O15Rik	ENSMUSG00000053080	19	7417624	8279	ensembl_havana	protein_coding
2700097O09Rik	ENSMUSG00000062198	12	-55080110	34449	ensembl_havana	protein_coding
2810004N23Rik	ENSMUSG00000031984	8	-124863120	26175	ensembl_havana	protein_coding
2810006K23Rik	ENSMUSG00000047635	5	124328088	13755	ensembl_havana	protein_coding
2810021J22Rik	ENSMUSG00000020491	11	58867215	16072	ensembl_havana	protein_coding
2810403A07Rik	ENSMUSG00000028060	3	88685802	27121	ensembl_havana	protein_coding
2810408A11Rik	ENSMUSG00000018570	11	-69900987	3635	ensembl_havana	protein_coding
2810428I15Rik	ENSMUSG00000058833	8	-70506752	2460	ensembl_havana	protein_coding
2810459M11Rik	ENSMUSG00000026227	1	86045862	9593	ensembl_havana	protein_coding
2810474O19Rik	ENSMUSG00000032712	6	149309413	26249	ensembl_havana	protein_coding
2900011O08Rik	ENSMUSG00000044117	16	13986603	114896	ensembl_havana	protein_coding
2900026A02Rik	ENSMUSG00000051339	5	-113221236	134913	ensembl_havana	protein_coding
2900055J20Rik	ENSMUSG00000071860	18	40256961	722	ensembl	protein_coding
2900092C05Rik	ENSMUSG00000030385	7	12512516	43806	ensembl_havana	protein_coding
3100002H09Rik	ENSMUSG00000051219	4	-124610803	872	ensembl	protein_coding
3110001I22Rik	ENSMUSG00000079737	16	13671928	6476	ensembl_havana	protein_coding
3110002H16Rik	ENSMUSG00000024410	18	12168716	21280	ensembl_havana	protein_coding
3110009E18Rik	ENSMUSG00000026388	1	120121186	67002	ensembl_havana	protein_coding
3110018I06Rik	ENSMUSG00000060375	12	107488631	1004	ensembl	protein_coding
3110021N24Rik	ENSMUSG00000094958	4	108719648	62255	ensembl	protein_coding
3110035E14Rik	ENSMUSG00000067879	1	9601198	25944	ensembl_havana	protein_coding
3110040N11Rik	ENSMUSG00000025102	7	-81789478	7296	ensembl_havana	protein_coding
3110043O21Rik	ENSMUSG00000028300	4	-35226175	34890	ensembl_havana	protein_coding
3110062M04Rik	ENSMUSG00000046806	6	-34878060	6289	ensembl_havana	protein_coding
3110070M22Rik	ENSMUSG00000074635	13	-119488383	1122	ensembl	protein_coding
3110079O15Rik	ENSMUSG00000026258	1	87470270	5211	ensembl_havana	protein_coding
3110082I17Rik	ENSMUSG00000053553	5	-139460527	100788	ensembl_havana	protein_coding
3110082J24Rik	ENSMUSG00000086815	5	-30106086	2502	ensembl_havana	protein_coding
3300002I08Rik	ENSMUSG00000063364	2	-150362765	51830	ensembl_havana	protein_coding
3425401B19Rik	ENSMUSG00000071540	14	-32685272	26153	ensembl	protein_coding
3632451O06Rik	ENSMUSG00000036242	14	-49783383	101823	ensembl_havana	protein_coding
3830403N18Rik	ENSMUSG00000031125	X	56136571	16926	ensembl_havana	protein_coding
3830406C13Rik	ENSMUSG00000033111	14	12284208	19022	ensembl	protein_coding
3830408C21Rik	ENSMUSG00000071181	13	107031962	1710	ensembl	protein_coding
3830417A13Rik	ENSMUSG00000031179	X	64173547	5230	ensembl_havana	protein_coding
4430402I18Rik	ENSMUSG00000064202	19	-28967800	74758	ensembl_havana	protein_coding
4833420G17Rik	ENSMUSG00000062822	13	119462758	23358	ensembl	protein_coding
4833423E24Rik	ENSMUSG00000075217	2	-85519024	35430	ensembl_havana	protein_coding
4833427G06Rik	ENSMUSG00000032057	9	-51102078	20963	ensembl_havana	protein_coding
4833439L19Rik	ENSMUSG00000025871	13	-54565435	14217	ensembl_havana	protein_coding
4921501E09Rik	ENSMUSG00000023350	17	-33068058	3915	ensembl	protein_coding
4921504E06Rik	ENSMUSG00000026734	2	-19553914	91077	ensembl_havana	protein_coding
4921507P07Rik	ENSMUSG00000029828	6	-50596632	23330	ensembl_havana	protein_coding
4921509C19Rik	ENSMUSG00000061525	2	-151476153	5611	ensembl_havana	protein_coding
4921511C20Rik	ENSMUSG00000049815	X	127394292	1605	ensembl_havana	protein_coding
4921511H03Rik	ENSMUSG00000040514	5	7304118	7372	ensembl_havana	protein_coding
4921511M17Rik	ENSMUSG00000094577	X	-154033827	11047	ensembl_havana	protein_coding
4921513D11Rik	ENSMUSG00000066944	17	79626676	2004	ensembl	protein_coding
4921517D22Rik	ENSMUSG00000049902	13	-59694101	6699	ensembl	protein_coding
4921524J17Rik	ENSMUSG00000036934	8	-85432833	24074	ensembl_havana	protein_coding
4921524L21Rik	ENSMUSG00000039540	18	6603632	35333	ensembl	protein_coding
4921530L21Rik	ENSMUSG00000034689	14	95881265	1509	ensembl	protein_coding
4921536K21Rik	ENSMUSG00000020434	11	-3895098	9010	ensembl_havana	protein_coding
4921539E11Rik	ENSMUSG00000028520	4	-103290863	60418	ensembl_havana	protein_coding
4922502D21Rik	ENSMUSG00000047720	6	-129331796	9632	ensembl_havana	protein_coding
4930402F06Rik	ENSMUSG00000079421	2	-35397175	21613	ensembl_havana	protein_coding
4930402H24Rik	ENSMUSG00000027309	2	-130906406	200206	ensembl_havana	protein_coding
4930402K13Rik	ENSMUSG00000045797	X	9104561	1780	ensembl_havana	protein_coding
4930404H24Rik	ENSMUSG00000079001	2	153492789	1051	havana	protein_coding
