6	42381216	42386215	ENSMUSG00000101268	2010310C07Rik	1
2	38718370	38723369	ENSMUSG00000063972	Nr6a1	-1
5	140719380	140724379	ENSMUSG00000000148	Brat1	1
5	11507418	11512417	ENSMUSG00000095296	Gm8906	1
6	42323713	42328712	ENSMUSG00000108033	Gm44284	-1
11	120521855	120526854	ENSMUSG00000084983	Gm11789	-1
6	116982428	116987427	ENSMUSG00000107415	Gm43929	1
6	42360214	42365213	ENSMUSG00000029860	Zyx	1
5	122377721	122382720	ENSMUSG00000104916	Gm42830	1
5	122359580	122364579	ENSMUSG00000029463	Fam216a	-1
14	52655329	52660328	ENSMUSG00000104620	Trav7-1	1
7	62381641	62386640	ENSMUSG00000056972	Magel2	1
X	107872910	107877909	ENSMUSG00000073007	Fam46d	1
5	34168883	34173882	ENSMUSG00000037235	Mxd4	-1
7	62412593	62417592	ENSMUSG00000070527	Mkrn3	-1
11	58861957	58866956	ENSMUSG00000072915	Gm12258	1
3	86667033	86672032	ENSMUSG00000094392	Gm3788	-1
7	62332794	62337793	ENSMUSG00000108986	Gm32061	-1
3	86540581	86545580	ENSMUSG00000057777	Mab21l2	-1
7	62350263	62355262	ENSMUSG00000033585	Ndn	1
10	128692939	128697938	ENSMUSG00000025358	Cdk2	-1
3	86763071	86768070	ENSMUSG00000104108	Gm37876	-1
5	115643175	115648174	ENSMUSG00000041609	Bicdl1	-1
7	103162074	103167073	ENSMUSG00000057461	Olfr591	-1
12	114965055	114970054	ENSMUSG00000102528	Ighv1-45	-1
9	119478408	119483407	ENSMUSG00000032511	Scn5a	-1
6	117145170	117150169	ENSMUSG00000107903	Gm43930	1
9	104053456	104058455	ENSMUSG00000104268	Gm37750	1
5	11513379	11518378	ENSMUSG00000106156	Gm21040	1
2	104571430	104576429	ENSMUSG00000086454	Platr14	1
1	43561566	43566565	ENSMUSG00000103945	Gm38228	1
9	104127726	104132725	ENSMUSG00000090150	Acad11	1
X	107777751	107782750	ENSMUSG00000031242	2610002M06Rik	-1
1	126867203	126872202	ENSMUSG00000101600	4930599A14Rik	-1
1	43570516	43575515	ENSMUSG00000066877	Nck2	1
5	122364985	122369984	ENSMUSG00000029462	Vps29	1
4	108341545	108346544	ENSMUSG00000048351	Coa7	1
5	34174888	34179887	ENSMUSG00000106702	Gm42846	1
12	71841311	71846310	ENSMUSG00000098224	Gm7985	-1
3	159491640	159496639	ENSMUSG00000104864	Gm43655	1
12	71992334	71997333	ENSMUSG00000034574	Daam1	1
9	11014814	11019813	ENSMUSG00000111568	AC107635.1	1
10	85833316	85838315	ENSMUSG00000112326	AC122408.2	1
9	11119399	11124398	ENSMUSG00000110951	CT009748.1	1
3	89213165	89218164	ENSMUSG00000105692	Gm43737	1
8	39457177	39462176	ENSMUSG00000110118	Gm5609	1
9	11167496	11172495	ENSMUSG00000111691	CT009748.2	1
10	85889097	85894096	ENSMUSG00000001785	Pwp1	1
3	89204081	89209080	ENSMUSG00000064068	Mtx1	-1
13	64210691	64215690	ENSMUSG00000113804	AC158990.1	1
13	101836540	101841539	ENSMUSG00000114223	AC122533.1	-1
5	112210005	112215004	ENSMUSG00000101683	1700028D13Rik	1
13	64298040	64303039	ENSMUSG00000113816	CT030159.3	1
13	64264375	64269374	ENSMUSG00000113603	CT030159.1	1
16	5206828	5211827	ENSMUSG00000051669	AU021092	-1
13	64271853	64276852	ENSMUSG00000097101	1810034E14Rik	1
1	43490938	43495937	ENSMUSG00000103422	Gm37536	1
10	128126558	128131557	ENSMUSG00000040043	Rbms2	-1
2	150933890	150938889	ENSMUSG00000082341	Gm14143	1
18	38262092	38267091	ENSMUSG00000024440	Pcdh12	-1
8	39576685	39581684	ENSMUSG00000025044	Msr1	-1
5	134224356	134229355	ENSMUSG00000015942	Gtf2ird2	1
13	64270280	64275279	ENSMUSG00000021482	Aaed1	-1
3	54751319	54756318	ENSMUSG00000036632	Alg5	1
9	37823372	37828371	ENSMUSG00000111310	CT030124.1	1
9	58118990	58123989	ENSMUSG00000085753	Gm16131	1
10	120224918	120229917	ENSMUSG00000020225	Tmbim4	1
10	91142571	91147570	ENSMUSG00000019961	Tmpo	-1
9	37857321	37862320	ENSMUSG00000066749	Olfr877	1
9	58048998	58053997	ENSMUSG00000086624	Gm16130	1
2	38847978	38852977	ENSMUSG00000107884	Gm44144	-1
16	64746751	64751750	ENSMUSG00000059920	4930453N24Rik	-1
2	38752871	38757870	ENSMUSG00000108124	Gm44146	-1
2	38865534	38870533	ENSMUSG00000107468	5730507A11Rik	1
5	112208228	112213227	ENSMUSG00000097767	Miat	-1
2	38852371	38857370	ENSMUSG00000085201	Nr6a1os	1
4	155799504	155804503	ENSMUSG00000078487	Ankrd65	1
9	58023677	58028676	ENSMUSG00000037716	Ccdc33	-1
2	38778342	38783341	ENSMUSG00000082508	Rpl15-ps4	1
13	55703501	55708500	ENSMUSG00000045767	B230219D22Rik	1
11	101891207	101896206	ENSMUSG00000085594	Gm11551	1
X	74504403	74509402	ENSMUSG00000083768	Gm15362	1
11	101872510	101877509	ENSMUSG00000001493	Meox1	-1
11	23731847	23736846	ENSMUSG00000020275	Rel	-1
X	74511531	74516530	ENSMUSG00000082447	Gm15364	1
11	87804414	87809413	ENSMUSG00000009350	Mpo	1
14	63193922	63198921	ENSMUSG00000021944	Gata4	-1
2	129126595	129131594	ENSMUSG00000027395	Polr1b	1
4	128873699	128878698	ENSMUSG00000085701	Gm12968	1
12	102565029	102570028	ENSMUSG00000021194	Chga	1
9	104043819	104048818	ENSMUSG00000032558	Nphp3	1
4	128863393	128868392	ENSMUSG00000084011	Gm12969	-1
X	160015290	160020289	ENSMUSG00000083393	Gm15194	-1
X	160117209	160122208	ENSMUSG00000031299	Pdha1	-1
4	72112142	72117141	ENSMUSG00000008305	Tle1	-1
6	42353487	42358486	ENSMUSG00000029859	Epha1	-1
19	5885767	5890766	ENSMUSG00000024818	Slc25a45	1
4	128911329	128916328	ENSMUSG00000041000	Trim62	1
7	19944201	19949200	ENSMUSG00000109281	Gm44651	-1
7	19932305	19937304	ENSMUSG00000040498	Igsf23	-1
10	85850867	85855866	ENSMUSG00000112836	AC122408.4	1
7	19098550	19103549	ENSMUSG00000040841	Six5	1
8	12874878	12879877	ENSMUSG00000079146	Gm15353	-1
6	117162809	117167808	ENSMUSG00000108038	D030044L04Rik	1
4	148140716	148145715	ENSMUSG00000055401	Fbxo6	-1
11	73478774	73483773	ENSMUSG00000108742	Gm44923	-1
12	113189524	113194523	ENSMUSG00000049036	Tmem121	1
5	122382903	122387902	ENSMUSG00000029464	Gpn3	1
5	112233721	112238720	ENSMUSG00000097986	Gm26953	1
3	45448807	45453806	ENSMUSG00000103947	Gm37345	1
10	120136648	120141647	ENSMUSG00000020227	Irak3	-1
7	19094046	19099045	ENSMUSG00000085601	Gm4969	-1
11	101939900	101944899	ENSMUSG00000082171	Rpl27-ps2	1
11	101960574	101965573	ENSMUSG00000071818	4930417O22Rik	1
7	55989014	55994013	ENSMUSG00000108640	Gm44508	-1
7	55972567	55977566	ENSMUSG00000047037	Nipa1	-1
13	101856352	101861351	ENSMUSG00000114762	AC122533.2	1
11	69656728	69661727	ENSMUSG00000041287	Sox15	1
3	119713742	119718741	ENSMUSG00000028134	Ptbp2	-1
2	25549309	25554308	ENSMUSG00000083528	Gm13432	-1
18	38322558	38327557	ENSMUSG00000052102	Gnpda1	-1
2	87609853	87614852	ENSMUSG00000059205	Olfr1130	1
3	45685544	45690543	ENSMUSG00000103534	Gm37835	-1
2	25562083	25567082	ENSMUSG00000015092	Edf1	1
11	69651697	69656696	ENSMUSG00000018761	Mpdu1	-1
7	56014415	56019414	ENSMUSG00000078087	Rps12l1	1
13	101922392	101927391	ENSMUSG00000114717	AC147250.1	1
7	55980851	55985850	ENSMUSG00000085927	Gm15888	1
13	102109117	102114116	ENSMUSG00000102542	Gm38133	-1
2	150992965	150997964	ENSMUSG00000082375	Gm14141	1
X	160036819	160041818	ENSMUSG00000082810	Gm8682	1
2	131171343	131176342	ENSMUSG00000087405	Gm14232	1
7	55968519	55973518	ENSMUSG00000108358	Gm44509	-1
13	55726228	55731227	ENSMUSG00000021497	Txndc15	1
7	56007948	56012947	ENSMUSG00000108443	Gm44510	-1
2	150929519	150934518	ENSMUSG00000068115	Ninl	-1
X	160123352	160128351	ENSMUSG00000031303	Map3k15	1
10	34611279	34616278	ENSMUSG00000019779	Frk	1
2	177930993	177935992	ENSMUSG00000078862	Gm14326	-1
2	87630204	87635203	ENSMUSG00000068819	Olfr1131	1
2	131141324	131146323	ENSMUSG00000027327	1700037H04Rik	-1
7	55980869	55985868	ENSMUSG00000087178	A230056P14Rik	1
13	102361891	102366890	ENSMUSG00000114444	AC126805.1	-1
8	94812037	94817036	ENSMUSG00000031780	Ccl17	1
8	105856951	105861950	ENSMUSG00000036442	Thap11	1
2	177975534	177980533	ENSMUSG00000083702	Gm14428	-1
6	125218933	125223932	ENSMUSG00000038213	Tapbpl	-1
10	79195013	79200012	ENSMUSG00000091888	Vmn2r80	1
2	178034023	178039022	ENSMUSG00000074519	Zfp971	1
8	71548086	71553085	ENSMUSG00000031813	Mvb12a	1
11	101957458	101962457	ENSMUSG00000001494	Sost	-1
1	50905919	50910918	ENSMUSG00000100671	Gm28322	1
1	51187271	51192270	ENSMUSG00000026109	Tmeff2	1
6	87759996	87764995	ENSMUSG00000068262	Gm5879	-1
5	8454798	8459797	ENSMUSG00000054099	Slc25a40	1
6	87777481	87782480	ENSMUSG00000107849	Gm43904	1
6	125245965	125250964	ENSMUSG00000030337	Vamp1	1
X	20920454	20925453	ENSMUSG00000001128	Cfp	-1
2	178062695	178067694	ENSMUSG00000078861	Zfp931	-1
19	43841821	43846820	ENSMUSG00000025195	Dnmbp	-1
6	87779769	87784768	ENSMUSG00000030054	Gp9	1
2	62495943	62500942	ENSMUSG00000000392	Fap	-1
7	84241278	84246277	ENSMUSG00000015709	Arnt2	-1
17	29379661	29384660	ENSMUSG00000024013	Fgd2	1
10	79294536	79299535	ENSMUSG00000055515	Vmn2r81	1
11	101971860	101976859	ENSMUSG00000093467	Gm20659	1
3	89226838	89231837	ENSMUSG00000028047	Thbs3	1
11	101992265	101997264	ENSMUSG00000010841	1700006E09Rik	1
2	178338493	178343492	ENSMUSG00000027525	Phactr3	1
7	103192966	103197965	ENSMUSG00000073956	Olfr592	1
13	55776831	55781830	ENSMUSG00000021496	Pcbd2	1
4	155809976	155814975	ENSMUSG00000029066	Mrpl20	1
X	12174718	12179717	ENSMUSG00000083486	Gm14521	-1
4	116830604	116835603	ENSMUSG00000086417	Gm12996	1
1	51150582	51155581	ENSMUSG00000099924	Gm28320	1
1	51133281	51138280	ENSMUSG00000101242	Gm28319	-1
13	55770136	55775135	ENSMUSG00000069223	4930451E10Rik	-1
1	166770486	166775485	ENSMUSG00000085841	Gm4954	1
2	111330159	111335158	ENSMUSG00000096554	Olfr1282	-1
10	120170346	120175345	ENSMUSG00000112894	AC144942.1	1
7	103212846	103217845	ENSMUSG00000073955	Olfr593	1
4	116834907	116839906	ENSMUSG00000075390	Rpl36-ps8	-1
10	79397199	79402198	ENSMUSG00000091468	Vmn2r82	1
X	12334782	12339781	ENSMUSG00000087591	Gm14635	-1
2	111370064	111375063	ENSMUSG00000109322	Olfr1283	1
11	85841949	85846948	ENSMUSG00000000093	Tbx2	1
3	45770424	45775423	ENSMUSG00000102190	Gm38166	-1
19	10038381	10043380	ENSMUSG00000024663	Rab3il1	1
3	45770933	45775932	ENSMUSG00000104491	Gm32340	-1
1	166793528	166798527	ENSMUSG00000103073	Gm37904	-1
3	46414121	46419120	ENSMUSG00000104511	Gm18843	1
2	104578595	104583594	ENSMUSG00000082276	Gm13885	-1
4	116853111	116858110	ENSMUSG00000082841	Gm12994	1
9	104038605	104043604	ENSMUSG00000103062	Gm37200	-1
9	104075880	104080879	ENSMUSG00000101152	Gm28305	1
9	119603456	119608455	ENSMUSG00000034533	Scn10a	-1
3	119738208	119743207	ENSMUSG00000106099	Gm42664	-1
11	101966143	101971142	ENSMUSG00000003518	Dusp3	-1
3	119757516	119762515	ENSMUSG00000106075	Gm42804	1
9	104079157	104084156	ENSMUSG00000079355	Ackr4	-1
3	119722748	119727747	ENSMUSG00000105572	Gm43300	-1
5	11572108	11577107	ENSMUSG00000104789	Gm43640	-1
19	4109446	4114445	ENSMUSG00000024847	Aip	-1
4	34901124	34906123	ENSMUSG00000085824	Platr9	-1
1	127044984	127049983	ENSMUSG00000101385	Gm5261	-1
9	44402969	44407968	ENSMUSG00000032114	Slc37a4	1
2	25285916	25290915	ENSMUSG00000026965	Anapc2	1
2	131170182	131175181	ENSMUSG00000068267	Cenpb	-1
4	34907371	34912370	ENSMUSG00000028298	Cga	1
13	14525017	14530016	ENSMUSG00000113654	AC092710.3	1
X	151935418	151940417	ENSMUSG00000025261	Huwe1	1
11	73479274	73484273	ENSMUSG00000072708	Olfr381	-1
14	67502080	67507079	ENSMUSG00000114744	AC241621.2	1
13	14221438	14226437	ENSMUSG00000021301	Hecw1	-1
5	127580110	127585109	ENSMUSG00000106015	Gm42980	1
14	67583363	67588362	ENSMUSG00000114514	AC241621.1	-1
8	60985909	60990908	ENSMUSG00000045746	B230317F23Rik	1
14	67668177	67673176	ENSMUSG00000093726	Gm20667	-1
2	131165261	131170260	ENSMUSG00000027329	Spef1	-1
X	74567707	74572706	ENSMUSG00000085066	Gm4989	1
5	11599785	11604784	ENSMUSG00000091903	Gm6460	1
8	105854303	105859302	ENSMUSG00000110586	4930578M07Rik	-1
11	87790784	87795783	ENSMUSG00000085872	Gm11505	-1
2	151024685	151029684	ENSMUSG00000053916	Nanp	-1
16	64775347	64780346	ENSMUSG00000047141	Zfp654	-1
9	37903520	37908519	ENSMUSG00000066748	Olfr145	1
3	159529956	159534955	ENSMUSG00000028175	Depdc1a	1
12	114972693	114977692	ENSMUSG00000102928	Ighv1-46	-1
6	125227622	125232621	ENSMUSG00000030336	Cd27	-1
2	150941327	150946326	ENSMUSG00000084264	Gm14142	-1
4	115577286	115582285	ENSMUSG00000083457	Cyp4b1-ps2	-1
X	74564153	74569152	ENSMUSG00000043715	Olfr1326-ps1	-1
7	103222314	103227313	ENSMUSG00000073954	Olfr594	1
X	107940735	107945734	ENSMUSG00000073006	Gm732	-1
6	117181368	117186367	ENSMUSG00000061353	Cxcl12	1
8	105879331	105884330	ENSMUSG00000008450	Nutf2	1
1	166940597	166945596	ENSMUSG00000086925	Gm6286	-1
19	37263743	37268742	ENSMUSG00000056999	Ide	-1
X	12451886	12456885	ENSMUSG00000081461	Rpl30-ps11	-1
17	69289990	69294989	ENSMUSG00000024044	Epb41l3	1
1	166993295	166998294	ENSMUSG00000097823	Gm16701	-1
15	79253195	79258194	ENSMUSG00000018126	Baiap2l2	-1
1	166969023	166974022	ENSMUSG00000102548	Gm16701	-1
2	168629438	168634437	ENSMUSG00000027546	Atp9a	-1
16	5244913	5249912	ENSMUSG00000039427	Alg1	1
7	103236586	103241585	ENSMUSG00000083383	Olfr595-ps1	1
16	36958460	36963459	ENSMUSG00000047746	Fbxo40	-1
4	140740865	140745864	ENSMUSG00000025330	Padi4	-1
8	71549238	71554237	ENSMUSG00000043664	Tmem221	-1
14	52667865	52672864	ENSMUSG00000076764	Trav6-2	1
11	58867155	58872154	ENSMUSG00000085744	Gm12259	1
4	115621603	115626602	ENSMUSG00000063929	Cyp4a32	1
5	140761440	140766439	ENSMUSG00000050022	Amz1	1
6	87825274	87830273	ENSMUSG00000108042	B130021K23Rik	-1
14	52684473	52689472	ENSMUSG00000105533	Trav7d-2	1
6	87809269	87814268	ENSMUSG00000030056	Isy1	-1
X	74597579	74602578	ENSMUSG00000051706	Olfr1325	1
2	164825732	164830731	ENSMUSG00000039873	Neurl2	-1
1	138377415	138382414	ENSMUSG00000101793	Gm28500	1
13	27808730	27813729	ENSMUSG00000022886	Prl2a1	1
3	46437197	46442196	ENSMUSG00000090919	Pabpc4l	-1
3	139123334	139128333	ENSMUSG00000090801	Gm4862	-1
13	39996882	40001881	ENSMUSG00000047094	Ofcc1	-1
4	87301271	87306270	ENSMUSG00000086512	Gm12600	1
16	64859508	64864507	ENSMUSG00000054604	Cggbp1	1
4	87581561	87586560	ENSMUSG00000082443	Gm12604	1
9	80038871	80043870	ENSMUSG00000111574	AC142111.1	-1
X	93931832	93936831	ENSMUSG00000081573	Gm15164	1
2	164841033	164846032	ENSMUSG00000017760	Ctsa	1
16	91315452	91320451	ENSMUSG00000085865	Gm15966	-1
4	128940196	128945195	ENSMUSG00000085961	Gm15904	1
7	103244737	103249736	ENSMUSG00000057321	Usp17ld	-1
4	128925233	128930232	ENSMUSG00000028789	Azin2	-1
X	74634119	74639118	ENSMUSG00000079534	Gm5640	-1
11	99609019	99614018	ENSMUSG00000060756	Krtap2-4	-1
11	78342783	78347782	ENSMUSG00000041958	Pigs	1
7	143683762	143688761	ENSMUSG00000037606	Osbpl5	-1
11	52473508	52478507	ENSMUSG00000081297	Gm12209	-1
4	116869588	116874587	ENSMUSG00000082063	Gm12993	-1
11	52482158	52487157	ENSMUSG00000083129	Gm12210	-1
X	93975471	93980470	ENSMUSG00000081044	AU015836	1
7	19140173	19145172	ENSMUSG00000050428	Fbxo46	1
2	111380614	111385613	ENSMUSG00000108931	Olfr1284	1
16	64912279	64917278	ENSMUSG00000097999	Gm9061	1
13	27857789	27862788	ENSMUSG00000062551	Prl2c1	1
1	167091303	167096302	ENSMUSG00000060568	Fam78b	1
12	113249830	113254829	ENSMUSG00000095079	Igha	-1
11	96249190	96254189	ENSMUSG00000083337	Gm11539	1
7	29779822	29784821	ENSMUSG00000046185	Zfp84	1
4	132886627	132891626	ENSMUSG00000083816	Gm13033	1
16	5289622	5294621	ENSMUSG00000087168	Gm15983	1
7	19134702	19139701	ENSMUSG00000030407	Qpctl	-1
7	19954584	19959583	ENSMUSG00000070778	Rpl7a-ps8	1
5	52242222	52247221	ENSMUSG00000105328	Gm43180	1
16	5239152	5244151	ENSMUSG00000022544	Eef2kmt	-1
10	60135199	60140198	ENSMUSG00000058297	Spock2	1
7	113571512	113576511	ENSMUSG00000030759	Far1	1
19	37290155	37295154	ENSMUSG00000080885	Rpl10-ps6	-1
5	52279035	52284034	ENSMUSG00000097145	9230114K14Rik	1
5	140753408	140758407	ENSMUSG00000000149	Gna12	-1
1	43736961	43741960	ENSMUSG00000100764	Gm29155	-1
1	43742579	43747578	ENSMUSG00000026051	1500015O10Rik	1
18	58612774	58617773	ENSMUSG00000024600	Slc27a6	1
11	53188539	53193538	ENSMUSG00000036264	Fstl4	1
11	116532740	116537739	ENSMUSG00000020802	Ube2o	-1
X	74659487	74664486	ENSMUSG00000081804	Xlr5d-ps	1
4	134223041	134228040	ENSMUSG00000028841	Cnksr1	-1
5	52194984	52199983	ENSMUSG00000106464	C130083M11Rik	-1
1	64601473	64606472	ENSMUSG00000025956	Mettl21a	-1
1	43743527	43748526	ENSMUSG00000100635	Gm29157	1
X	12617050	12622049	ENSMUSG00000031007	Atp6ap2	1
11	96264869	96269868	ENSMUSG00000078706	Gm53	1
6	71804152	71809151	ENSMUSG00000108594	Gm44770	1
11	105928702	105933701	ENSMUSG00000019590	Cyb561	-1
7	19991105	19996104	ENSMUSG00000070777	Ceacam20	1
6	71810711	71815710	ENSMUSG00000052852	Reep1	1
13	14372987	14377986	ENSMUSG00000113981	AC154511.1	-1
6	115926700	115931699	ENSMUSG00000030323	Ift122	1
5	140867990	140872989	ENSMUSG00000036526	Card11	-1
7	24877652	24882651	ENSMUSG00000011349	Dmrtc2	1
2	72239965	72244964	ENSMUSG00000086231	Rapgef4os3	-1
2	72219688	72224687	ENSMUSG00000085001	Rapgef4os2	-1
2	111409399	111414398	ENSMUSG00000109521	Olfr1285	1
12	76397751	76402750	ENSMUSG00000097323	4930426I24Rik	-1
2	72092603	72097602	ENSMUSG00000085439	Rapgef4os1	-1
9	119748759	119753758	ENSMUSG00000034115	Scn11a	-1
2	72257475	72262474	ENSMUSG00000049044	Rapgef4	1
12	76406939	76411938	ENSMUSG00000059970	Hspa2	1
11	23895489	23900488	ENSMUSG00000084769	Gm12061	1
4	116989265	116994264	ENSMUSG00000033948	Zswim5	1
5	87682579	87687578	ENSMUSG00000070702	Csn1s1	1
11	23857646	23862645	ENSMUSG00000020273	Papolg	-1
3	139650378	139655377	ENSMUSG00000106574	Gm2451	1
3	139412237	139417236	ENSMUSG00000104992	Gm43163	1
7	98673106	98678105	ENSMUSG00000109101	Gm45132	-1
11	53106451	53111450	ENSMUSG00000087668	Gm11186	-1
6	71793477	71798476	ENSMUSG00000108802	Gm44769	1
3	139710300	139715299	ENSMUSG00000047940	Stpg2	1
4	108362777	108367776	ENSMUSG00000059816	Fam159a	-1
8	71555555	71560554	ENSMUSG00000034829	Nxnl1	-1
12	54853809	54858808	ENSMUSG00000062929	Cfl2	-1
13	27930780	27935779	ENSMUSG00000113672	AL606783.2	1
3	88368542	88373541	ENSMUSG00000041423	Paqr6	1
13	27956415	27961414	ENSMUSG00000113281	AL606783.1	1
9	35277732	35282731	ENSMUSG00000032044	Rpusd4	1
11	58883289	58888288	ENSMUSG00000020491	2810021J22Rik	1
13	28008057	28013056	ENSMUSG00000113916	AL606783.3	1
3	54801258	54806257	ENSMUSG00000027796	Smad9	1
4	108395390	108400389	ENSMUSG00000028597	Gpx7	-1
17	34460735	34465734	ENSMUSG00000057246	BC051142	1
6	87791070	87796069	ENSMUSG00000108064	Gm44423	-1
13	28023560	28028559	ENSMUSG00000005891	Prl4a1	1
7	103312783	103317782	ENSMUSG00000073953	Olfr596	1
X	136696246	136701245	ENSMUSG00000080874	Gm15010	-1
6	87783861	87788860	ENSMUSG00000107928	Gm45140	-1
2	155481047	155486046	ENSMUSG00000083341	Gm14238	-1
4	8667633	8672632	ENSMUSG00000082122	Gm11809	-1
7	103322800	103327799	ENSMUSG00000073952	Olfr597	1
7	31880039	31885038	ENSMUSG00000101807	Gm9120	1
X	136711479	136716478	ENSMUSG00000049536	Tceal1	1
6	87783853	87788852	ENSMUSG00000030055	Rab43	-1
10	128190884	128195883	ENSMUSG00000112553	AC135859.1	1
1	43740784	43745783	ENSMUSG00000100480	Gm29156	-1
9	37906152	37911151	ENSMUSG00000110680	Gm6796	-1
12	54863668	54868667	ENSMUSG00000113209	CT030142.1	1
12	42025421	42030420	ENSMUSG00000113979	AC159619.3	1
12	42028917	42033916	ENSMUSG00000113420	AC159619.2	1
7	30722701	30727700	ENSMUSG00000006315	Tmem147	-1
7	98677336	98682335	ENSMUSG00000086477	Gm15506	-1
9	37922475	37927474	ENSMUSG00000066747	Olfr878	1
4	116940732	116945731	ENSMUSG00000082207	Gm12998	-1
3	54798115	54803114	ENSMUSG00000036615	Rfxap	-1
5	100804472	100809471	ENSMUSG00000016833	Mrps18c	1
7	28798964	28803963	ENSMUSG00000051735	Rinl	1
17	32703353	32708352	ENSMUSG00000073424	Cyp4f15	1
2	111412842	111417841	ENSMUSG00000096703	Olfr1286	-1
6	141703118	141708117	ENSMUSG00000084927	Gm5724	-1
4	108445807	108450806	ENSMUSG00000083255	Gm12738	-1
7	84347870	84352869	ENSMUSG00000109341	Gm30873	1
11	116550651	116555650	ENSMUSG00000083314	Gm11742	1
12	42115804	42120803	ENSMUSG00000113989	AC159619.4	1
13	102558187	102563186	ENSMUSG00000114846	AC122382.2	-1
11	85841790	85846789	ENSMUSG00000069785	Gm11444	-1
2	104665430	104670429	ENSMUSG00000027176	Cstf3	1
14	49889258	49894257	ENSMUSG00000048933	Olfr722	-1
2	87627583	87632582	ENSMUSG00000068818	Olfr1132	-1
13	102606904	102611903	ENSMUSG00000114730	AC122382.1	1
11	105945254	105950253	ENSMUSG00000103469	Gm9910	1
2	87635337	87640336	ENSMUSG00000082428	Gm13742	-1
6	87800472	87805471	ENSMUSG00000108120	9930120I10Rik	-1
X	74672268	74677267	ENSMUSG00000080072	Spin2-ps2	-1
9	119882449	119887448	ENSMUSG00000097223	Gm2449	-1
8	31261739	31266738	ENSMUSG00000046152	Fut10	1
10	79407962	79412961	ENSMUSG00000112907	AC164623.1	-1
X	20928395	20933394	ENSMUSG00000009406	Elk1	-1
2	87640180	87645179	ENSMUSG00000075155	Olfr1133	-1
14	63345636	63350635	ENSMUSG00000114892	AC090962.1	1
2	93828467	93833466	ENSMUSG00000040272	Accs	-1
9	109373400	109378399	ENSMUSG00000070324	Fbxw22	-1
14	63336958	63341957	ENSMUSG00000114898	AC090962.2	1
5	34189893	34194892	ENSMUSG00000037224	Zfyve28	-1
16	65535006	65540005	ENSMUSG00000004842	Pou1f1	1
