HGNC ID	Approved Symbol	Approved Name	Status	Previous Symbols	Synonyms	Chromosome	Accession Numbers	RefSeq IDs	Gene Family Tag	Gene family description	Gene family ID
1142	BTNL2	butyrophilin like 2	Approved		HSBLMHC1, BTL-II, BTN7	6p21.32	AF186588	NM_019602		C2-set domain containing	592
5951	CADM1	cell adhesion molecule 1	Approved	TSLC1, IGSF4	NECL2, ST17, BL2, SYNCAM, IGSF4A, Necl-2, SYNCAM1, RA175	11q23.3	AB017563	NM_014333		C2-set domain containing	592
29849	CADM2	cell adhesion molecule 2	Approved	IGSF4D	NECL3, Necl-3, SynCAM2	3p12.1	AF538973	NM_153184		C2-set domain containing	592
17601	CADM3	cell adhesion molecule 3	Approved	IGSF4B	BIgR, FLJ10698, TSLL1, NECL1, SynCAM3, Necl-1	1q23.2	AY046418	NM_021189		C2-set domain containing	592
30825	CADM4	cell adhesion molecule 4	Approved	IGSF4C	TSLL2, Necl-4, SynCAM4	19q13.31	AF363368	NM_145296		C2-set domain containing	592
1639	CD2	CD2 molecule	Approved	SRBC		1p13.1	BC033583	NM_001767		C2-set domain containing	592
24235	CD200R1	CD200 receptor 1	Approved	MOX2R	OX2R, HCRTR2, CD200R	3q13.2	AK126349	NM_138806		C2-set domain containing	592
24665	CD200R1L	CD200 receptor 1 like	Approved		CD200RLa, CD200R2	3q13.2	AY284976	NM_001008784		C2-set domain containing	592
1643	CD22	CD22 molecule	Approved		SIGLEC-2, SIGLEC2	19q13.12	X52785	NM_001771		C2-set domain containing	592
17635	CD274	CD274 molecule	Approved	PDCD1LG1	B7-H, B7H1, PD-L1, PDL1, B7-H1	9p24.1	AF177937	NM_014143		C2-set domain containing	592
19137	CD276	CD276 molecule	Approved		B7-H3, B7H3, B7RP-2	15q24.1	AF302102	NM_025240		C2-set domain containing	592
1678	CD4	CD4 molecule	Approved			12p13.31	M35160	NM_000616		C2-set domain containing	592
1700	CD80	CD80 molecule	Approved	CD28LG, CD28LG1	B7.1, B7-1	3q13.33		NM_005191		C2-set domain containing	592
24313	CRTAM	cytotoxic and regulatory T cell molecule	Approved		CD355	11q24.1	AF001622	NM_019604		C2-set domain containing	592
17087	ICOSLG	inducible T cell costimulator ligand	Approved	ICOSL	KIAA0653, GL50, B7-H2, B7RP-1, B7H2, B7RP1, ICOS-L, CD275	21q22.3	AB014553	NM_015259		C2-set domain containing	592
15734	KIRREL1	kirre like nephrin family adhesion molecule 1	Approved	KIRREL	NEPH1	1q23.1	AK001707	NM_018240		C2-set domain containing	592
18816	KIRREL2	kirre like nephrin family adhesion molecule 2	Approved		NLG1, NEPH3, FILTRIN, DKFZp564A1164, MGC15718	19q13.12	AL136654	NM_032123		C2-set domain containing	592
23204	KIRREL3	kirre like nephrin family adhesion molecule 3	Approved		NEPH2, KIAA1867, KIRRE	11q24.2	AB058770	NM_032531		C2-set domain containing	592
6783	MAG	myelin associated glycoprotein	Approved	GMA	SIGLEC4A, SIGLEC-4A, S-MAG	19q13.1	M29273	NM_080600		C2-set domain containing	592
6934	MCAM	melanoma cell adhesion molecule	Approved		MUC18, CD146, MelCAM, METCAM, HEMCAM	11q23.3	X68264			C2-set domain containing	592
7908	NPHS1	NPHS1, nephrin	Approved		CNF, NPHN	19q13.12				C2-set domain containing	592
9705	PVR	poliovirus receptor	Approved	PVS	CD155, HVED, Necl-5, NECL5, Tage4	19q13.31	BC015542	NM_006505		C2-set domain containing	592
9706	NECTIN1	nectin cell adhesion molecule 1	Approved	HVEC, ED4, PVRL1	PRR, PRR1, PVRR1, SK-12, HIgR, CLPED1, CD111, OFC7	11q23.3	X76400			C2-set domain containing	592
9707	NECTIN2	nectin cell adhesion molecule 2	Approved	HVEB, PVRL2	PVRR2, PRR2, CD112	19q13.32	X80038	NM_002856		C2-set domain containing	592
17664	NECTIN3	nectin cell adhesion molecule 3	Approved	PVRL3	nectin-3, PPR3, PVRR3, DKFZP566B0846, CDw113, CD113	3q13.13	AF282874	NM_015480		C2-set domain containing	592
19688	NECTIN4	nectin cell adhesion molecule 4	Approved	PVRL4	nectin-4, PRR4, LNIR	1q23.3	AF426163	NM_030916		C2-set domain containing	592
11127	SIGLEC1	sialic acid binding Ig like lectin 1	Approved	SN	SIGLEC-1, CD169, FLJ00051, FLJ00055, FLJ00073, FLJ32150, dJ1009E24.1, sialoadhesin	20p13	AF230073	NM_023068		C2-set domain containing	592
15620	SIGLEC10	sialic acid binding Ig like lectin 10	Approved		SIGLEC-10, SLG2, PRO940, MGC126774	19q13.41	AF310233	NM_033130		C2-set domain containing	592
15622	SIGLEC11	sialic acid binding Ig like lectin 11	Approved			19q13.33	AF337818	NM_052884		C2-set domain containing	592
15482	SIGLEC12	sialic acid binding Ig like lectin 12 (gene/pseudogene)	Approved	SIGLECL1	SLG, S2V, Siglec-XII, Siglec-12, Siglec-L1	19q13.41	AF282256	NM_053003		C2-set domain containing	592
24851	SIGLEC16	sialic acid binding Ig like lectin 16 (gene/pseudogene)	Approved	SIGLECP16	Siglec-P16	19q13.33	BC030222	NR_002825		C2-set domain containing	592
25890	TMEM25	transmembrane protein 25	Approved		FLJ14399	11q23.3	AK075437	NM_032780		C2-set domain containing	592
12663	VCAM1	vascular cell adhesion molecule 1	Approved		CD106	1p21.2	M60335	NM_001078		C2-set domain containing	592
14632	ADAMTSL1	ADAMTS like 1	Approved	C9orf94	ADAMTSR1, FLJ35283	9p22.2-p22.1	AF176313			I-set domain containing	593
14633	ADAMTSL3	ADAMTS like 3	Approved		KIAA1233, punctin-2	15q25.2	AF237652	NM_207517		I-set domain containing	593
20565	ALPK2	alpha kinase 2	Approved		HAK	18q21.31-q21.32	AY044450	NM_052947		I-set domain containing	593
17574	ALPK3	alpha kinase 3	Approved		MAK, KIAA1330, Midori	15q25.3	AY044449	NM_020778		I-set domain containing	593
17173	BOC	BOC cell adhesion associated, oncogene regulated	Approved		CDON2	3q13.2	AY027658	NM_033254		I-set domain containing	593
1116	BSG	basigin (Ok blood group)	Approved	OK	EMMPRIN, CD147, EMPRIN	19p13.3	L10240	NM_001728		I-set domain containing	593
29849	CADM2	cell adhesion molecule 2	Approved	IGSF4D	NECL3, Necl-3, SynCAM2	3p12.1	AF538973	NM_153184		I-set domain containing	593
5949	CD101	CD101 molecule	Approved	IGSF2	V7	1p13.1	Z33642	NM_004258		I-set domain containing	593
17104	CDON	cell adhesion associated, oncogene regulated	Approved		ORCAM, CDO, CDON1	11q24.2	AF004841	NM_016952		I-set domain containing	593
24879	CEACAM20	carcinoembryonic antigen related cell adhesion molecule 20	Approved		UNQ9366	19q13.31	AY358129	NM_198444		I-set domain containing	593
1817	CEACAM5	carcinoembryonic antigen related cell adhesion molecule 5	Approved	CEA	CD66e	19q13.2	M17303	NM_004363		I-set domain containing	593
1939	CHL1	cell adhesion molecule L1 like	Approved		CALL, L1CAM2, FLJ44930, MGC132578	3p26.3	AF002246	NM_006614		I-set domain containing	593
24039	CLMP	CXADR like membrane protein	Approved		ASAM, FLJ22415, ACAM	11q24.1	BC009371	NM_024769		I-set domain containing	593
2171	CNTN1	contactin 1	Approved		F3, GP135	12q12	Z21488	NM_001843		I-set domain containing	593
2172	CNTN2	contactin 2	Approved	TAX, AXT	TAG-1, TAX1	1q32.1	X67734	NM_005076		I-set domain containing	593
2173	CNTN3	contactin 3	Approved	PANG	BIG-1	3p12.3	AB040929	NM_020872		I-set domain containing	593
2174	CNTN4	contactin 4	Approved		BIG-2	3p26.3-p26.2	AW665944			I-set domain containing	593
2175	CNTN5	contactin 5	Approved		NB-2, hNB-2	11q22.1	AB013802	NM_014361		I-set domain containing	593
2176	CNTN6	contactin 6	Approved		NB-3	3p26.3	AB003592	NM_014461		I-set domain containing	593
2701	DCC	DCC netrin 1 receptor	Approved		IGDCC1, NTN1R1	18q21.2	X76132	NM_005215		I-set domain containing	593
3039	DSCAM	DS cell adhesion molecule	Approved		CHD2-42, CHD2-52	21q22.2	AF023449	NM_001389		I-set domain containing	593
14656	DSCAML1	DS cell adhesion molecule like 1	Approved		KIAA1132	11q23.3		NM_020693		I-set domain containing	593
30465	EMB	embigin	Approved		MGC71745	5q11.1	BC059398	NM_198449		I-set domain containing	593
3688	FGFR1	fibroblast growth factor receptor 1	Approved	FLT2, KAL2	H2, H3, H4, H5, CEK, FLG, BFGFR, N-SAM, CD331	8p11.23	M34185			I-set domain containing	593
3689	FGFR2	fibroblast growth factor receptor 2	Approved	KGFR, BEK, CFD1, JWS	CEK3, TK14, TK25, ECT1, K-SAM, CD332	10q26.13	AK026508	NM_022976, NM_000141		I-set domain containing	593
3690	FGFR3	fibroblast growth factor receptor 3	Approved	ACH	CEK2, JTK4, CD333	4p16.3	M64347	NM_000142		I-set domain containing	593
3691	FGFR4	fibroblast growth factor receptor 4	Approved		JTK2, CD334	5q35.2	AF202063			I-set domain containing	593
3693	FGFRL1	fibroblast growth factor receptor like 1	Approved			4p16.3		NM_021923		I-set domain containing	593
3763	FLT1	fms related tyrosine kinase 1	Approved	FLT	VEGFR1	13q12.3	AF063657	NM_002019		I-set domain containing	593
3767	FLT4	fms related tyrosine kinase 4	Approved		VEGFR3, PCL	5q35.3	X68203			I-set domain containing	593
21389	FSTL4	follistatin like 4	Approved		KIAA1061	5q31.1	AB028984	XM_048786		I-set domain containing	593
21386	FSTL5	follistatin like 5	Approved		DKFZp566D234, KIAA1263	4q32.2	BC036502	NM_020116		I-set domain containing	593
19030	ADGRF5	adhesion G protein-coupled receptor F5	Approved	GPR116	DKFZp564O1923, KIAA0758	6p12.3	AB018301	NM_015234		I-set domain containing	593
13839	ADGRA3	adhesion G protein-coupled receptor A3	Approved	GPR125	FLJ38547, PGR21	4p15.2	AK095866			I-set domain containing	593
27364	HEPACAM2	HEPACAM family member 2	Approved		FLJ38683	7q21.2	AK096002	NM_198151		I-set domain containing	593
19194	HMCN1	hemicentin 1	Approved	ARMD1	FBLN6, FIBL6, FIBL-6	1q25.3-q31.1	AF156100	NM_031935		I-set domain containing	593
21293	HMCN2	hemicentin 2	Approved		DKFZp434P0216, FLJ23816	9q34.11	AK074396	XM_175125		I-set domain containing	593
5273	HSPG2	heparan sulfate proteoglycan 2	Approved	SJS1	perlecan, PRCAN	1p36.12	M85289	NM_005529		I-set domain containing	593
9700	IGDCC3	immunoglobulin superfamily DCC subclass member 3	Approved	PUNC	HsT18880	15q22.31	AF063936	NM_004884		I-set domain containing	593
13770	IGDCC4	immunoglobulin superfamily DCC subclass member 4	Approved		NOPE, LOC57722	15q22.31		NM_020962		I-set domain containing	593
5476	IGFBP7	insulin like growth factor binding protein 7	Approved		MAC25, IGFBP-7, PSF, FSTL2	4q12	S75725			I-set domain containing	593
20081	IGFBPL1	insulin like growth factor binding protein like 1	Approved		bA113O24.1	9p13.1		XM_294567		I-set domain containing	593
24607	IGFN1	immunoglobulin-like and fibronectin type III domain containing 1	Approved		DKFZp434B1231, EEF1A2BP1	1q32.1	AY245430	NM_178275		I-set domain containing	593
26384	IGSF10	immunoglobulin superfamily member 10	Approved		FLJ25972, CMF608	3q25.1	AY273815	NM_178822		I-set domain containing	593
16669	IGSF11	immunoglobulin superfamily member 11	Approved		BT-IgSF, MGC35227, Igsf13, VSIG3, CT119	3q13.32	AB079879			I-set domain containing	593
26750	IGSF22	immunoglobulin superfamily member 22	Approved		FLJ37794, IGFN2	11p15.1	AK095113	NM_173588		I-set domain containing	593
5952	IGSF5	immunoglobulin superfamily member 5	Approved		JAM4	21q22.2		NM_001080444		I-set domain containing	593
18132	IGSF9	immunoglobulin superfamily member 9	Approved		KIAA1355, Nrt1, IGSF9A	1q23.2	AB037776	NM_020789		I-set domain containing	593
32326	IGSF9B	immunoglobulin superfamily member 9B	Approved		KIAA1030	11q25	AK097578	XM_290502		I-set domain containing	593
5993	IL1R1	interleukin 1 receptor type 1	Approved	IL1R, IL1RA	D2S1473, CD121A	2q11.2-q12.1	M27492			I-set domain containing	593
5996	IL1RAPL1	interleukin 1 receptor accessory protein like 1	Approved	IL1RAPL, MRX34, MRX21, MRX10	OPHN4, TIGIRR-2, IL1R8	Xp21.3-p21.2	AJ243874	NM_014271		I-set domain containing	593
5998	IL1RL1	interleukin 1 receptor like 1	Approved		ST2, FIT-1, ST2L, ST2V, DER4, T1, IL33R	2q12.1	D12764	NM_016232		I-set domain containing	593
6133	ISLR	immunoglobulin superfamily containing leucine rich repeat	Approved		HsT17563	15q24.1	AB003184	NM_005545		I-set domain containing	593
14686	JAM2	junctional adhesion molecule 2	Approved	C21orf43	VE-JAM, JAM-B, JAMB, CD322	21q21.3	AF255910			I-set domain containing	593
4814	KALRN	kalirin RhoGEF kinase	Approved	HAPIP	duo, Hs.8004, TRAD, DUET, Kalirin, ARHGEF24	3q21.1-q21.2	U94190	NM_003947		I-set domain containing	593
25460	KAZALD1	Kazal type serine peptidase inhibitor domain 1	Approved		FKSG40, FKSG28	10q24.31	AF333487	NM_030929		I-set domain containing	593
6307	KDR	kinase insert domain receptor	Approved		FLK1, VEGFR, VEGFR2, CD309	4q12	AF035121			I-set domain containing	593
15734	KIRREL1	kirre like nephrin family adhesion molecule 1	Approved	KIRREL	NEPH1	1q23.1	AK001707	NM_018240		I-set domain containing	593
18816	KIRREL2	kirre like nephrin family adhesion molecule 2	Approved		NLG1, NEPH3, FILTRIN, DKFZp564A1164, MGC15718	19q13.12	AL136654	NM_032123		I-set domain containing	593
23204	KIRREL3	kirre like nephrin family adhesion molecule 3	Approved		NEPH2, KIAA1867, KIRRE	11q24.2	AB058770	NM_032531		I-set domain containing	593
6470	L1CAM	L1 cell adhesion molecule	Approved	HSAS1, SPG1, HSAS, MASA, MIC5, S10	CD171	Xq28	M74387	NM_024003		I-set domain containing	593
21205	LINGO1	leucine rich repeat and Ig domain containing 1	Approved	LRRN6A	FLJ14594, LERN1	15q24.3	AK027500	NM_032808		I-set domain containing	593
21207	LINGO2	leucine rich repeat and Ig domain containing 2	Approved	LRRN6C	LERN3	9p21.2-p21.1	AL353746	NM_152570		I-set domain containing	593
21206	LINGO3	leucine rich repeat and Ig domain containing 3	Approved	LRRN6B	LERN2	19p13.3	AK091795	NM_001101391		I-set domain containing	593
31814	LINGO4	leucine rich repeat and Ig domain containing 4	Approved	LRRN6D		1q21.3		XM_291387		I-set domain containing	593
29290	LRFN1	leucine rich repeat and fibronectin type III domain containing 1	Approved		KIAA1484, SALM2	19q13.2	BC014678	NM_020862		I-set domain containing	593
21226	LRFN2	leucine rich repeat and fibronectin type III domain containing 2	Approved	KIAA1246, SALM1	FIGLER2	6p21.2-p21.1	AB033072	XM_166372		I-set domain containing	593
28370	LRFN3	leucine rich repeat and fibronectin type III domain containing 3	Approved		MGC2656, SALM4, FIGLER1	19q13.13	BC003578	NM_024509		I-set domain containing	593
28456	LRFN4	leucine rich repeat and fibronectin type III domain containing 4	Approved		MGC3103, SALM3., FIGLER6	11q13.1	BC007718	NM_024036		I-set domain containing	593
20360	LRFN5	leucine rich repeat and fibronectin type III domain containing 5	Approved	C14orf146	FIGLER8, SALM5	14q21.1	AK055365	NM_152447		I-set domain containing	593
17360	LRIG1	leucine rich repeats and immunoglobulin like domains 1	Approved		LIG-1, DKFZP586O1624, LIG1	3p14.1	AB050468	NM_015541		I-set domain containing	593
20889	LRIG2	leucine rich repeats and immunoglobulin like domains 2	Approved		KIAA0806	1p13.2	AB018349	NM_014813		I-set domain containing	593
30991	LRIG3	leucine rich repeats and immunoglobulin like domains 3	Approved		FLJ90440, KIAA3016	12q14.1	AY505340	NM_153377		I-set domain containing	593
23404	LRIT1	leucine rich repeat, Ig-like and transmembrane domains 1	Approved	LRRC21	PAL, DKFZP434K091, FIGLER9	10q23.1	AB031547	NM_015613		I-set domain containing	593
23443	LRIT2	leucine rich repeat, Ig-like and transmembrane domains 2	Approved	LRRC22	AC022389.4	10q23.1		XM_291697		I-set domain containing	593
24783	LRIT3	leucine rich repeat, Ig-like and transmembrane domains 3	Approved		FLJ44691, FIGLER4, CSNB1F	4q25	AK126648	NM_198506		I-set domain containing	593
28947	LRRC24	leucine rich repeat containing 24	Approved		LRRC14OS	8q24.3	AB178281	NM_001024678		I-set domain containing	593
15586	LRRC4	leucine rich repeat containing 4	Approved		NAG14	7q32.1	AF196976	NM_022143		I-set domain containing	593
25042	LRRC4B	leucine rich repeat containing 4B	Approved	LRIG4	DKFZp761A179, HSM	19q13.33	BC032460	NM_001080457		I-set domain containing	593
29317	LRRC4C	leucine rich repeat containing 4C	Approved		KIAA1580, NGL-1	11p12	AB046800	NM_020929		I-set domain containing	593
20980	LRRN1	leucine rich repeat neuronal 1	Approved		FIGLER3	3p26.2	AB040930	NM_020873		I-set domain containing	593
16914	LRRN2	leucine rich repeat neuronal 2	Approved	LRRN5	GAC1, LRANK1, FIGLER7	1q32.1	AF030435	NM_006338		I-set domain containing	593
17200	LRRN3	leucine rich repeat neuronal 3	Approved		NLRR3, FLJ11129, FIGLER5	7q31.1	AB060967	NM_018334		I-set domain containing	593
6705	LSAMP	limbic system associated membrane protein	Approved		LAMP, IGLON3	3q13.31	U41901	NM_002338		I-set domain containing	593
6783	MAG	myelin associated glycoprotein	Approved	GMA	SIGLEC4A, SIGLEC-4A, S-MAG	19q13.1	M29273	NM_080600		I-set domain containing	593
19267	MDGA1	MAM domain containing glycosylphosphatidylinositol anchor 1	Approved		GPIM, MAMDC3	6p21.2	AF478693			I-set domain containing	593
19835	MDGA2	MAM domain containing glycosylphosphatidylinositol anchor 2	Approved	MAMDC1		14q21.3	AI859192	NM_182830		I-set domain containing	593
7027	MERTK	MER proto-oncogene, tyrosine kinase	Approved		mer, RP38, c-Eyk, Tyro12	2q13	U08023			I-set domain containing	593
7034	MFAP3	microfibril associated protein 3	Approved			5q33.2		NM_005927		I-set domain containing	593
29083	MFAP3L	microfibril associated protein 3 like	Approved		KIAA0626, NYD-sp9	4q33	AB014526	NM_021647		I-set domain containing	593
7525	MUSK	muscle associated receptor tyrosine kinase	Approved			9q31.3	AF006464			I-set domain containing	593
7539	MXRA5	matrix remodeling associated 5	Approved		DKFZp564I1922	Xp22.33	AF245505	NM_015419		I-set domain containing	593
7549	MYBPC1	myosin binding protein C, slow type	Approved			12q23.2				I-set domain containing	593
7550	MYBPC2	myosin binding protein C, fast type	Approved		MYBPCF, MYBPC, MGC163408	19q13.33		NM_004533		I-set domain containing	593
7551	MYBPC3	myosin binding protein C, cardiac	Approved	CMH4	MYBP-C, FHC	11p11.2	X84075			I-set domain containing	593
7552	MYBPH	myosin binding protein H	Approved			1q32.1	BC044226	NM_004997		I-set domain containing	593
30434	MYBPHL	myosin binding protein H like	Approved			1p13.3	AK129834	NM_001010985		I-set domain containing	593
7590	MYLK	myosin light chain kinase	Approved		MLCK, smMLCK, MYLK1, MLCK1	3q21.1	X85337	NM_053025		I-set domain containing	593
7613	MYOM1	myomesin 1	Approved			18p11.31	AF185573	NM_003803		I-set domain containing	593
7614	MYOM2	myomesin 2	Approved			8p23.3		NM_003970		I-set domain containing	593
26679	MYOM3	myomesin 3	Approved		FLJ35961	1p36.11	AK093280	NM_152372		I-set domain containing	593
12399	MYOT	myotilin	Approved	TTID, LGMD1A, LGMD1		5q31.2	AF133820	NM_006790		I-set domain containing	593
23246	MYPN	myopalladin	Approved		MYOP	10q21.3	AL834247	NM_032578		I-set domain containing	593
7656	NCAM1	neural cell adhesion molecule 1	Approved		NCAM, CD56	11q23.2		NM_000615		I-set domain containing	593
7657	NCAM2	neural cell adhesion molecule 2	Approved		NCAM21, MGC51008	21q21.1		NM_004540		I-set domain containing	593
