HGNC ID	Approved Symbol	Approved Name	Status	Previous Symbols	Synonyms	Chromosome	Accession Numbers	RefSeq IDs	Gene Family Tag	Gene family description	Gene family ID
18039	KDM5B	lysine demethylase 5B	Approved	JARID1B	"RBBP2H1A, PLU-1, CT31, PPP1R98"	1q32.1	AJ243706	NM_006618	PHF	PHD finger proteins	88
11114	KDM5C	lysine demethylase 5C	Approved	"SMCX, JARID1C, MRX13"	"DXS1272E, XE169"	Xp11.22	Z29650	NM_004187	PHF	PHD finger proteins	88
11115	KDM5D	lysine demethylase 5D	Approved	"HYA, HY, SMCY, JARID1D"	KIAA0234	Yq11.223	U52191	NM_004653	PHF	PHD finger proteins	88
22224	KDM7A	lysine demethylase 7A	Approved	JHDM1D	KIAA1718	7q34		NM_030647	PHF	PHD finger proteins	88
7132	KMT2A	lysine methyltransferase 2A	Approved	MLL	"TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A"	11q23.3	L04284	NM_005933	PHF	PHD finger proteins	88
15840	KMT2B	lysine methyltransferase 2B	Approved		"KIAA0304, MLL2, TRX2, HRX2, WBP7, MLL1B, MLL4, CXXC10"	19q13.12	AJ007041	NM_014727	PHF	PHD finger proteins	88
13726	KMT2C	lysine methyltransferase 2C	Approved	MLL3	"KIAA1506, HALR"	7q36.1	AF264750		PHF	PHD finger proteins	88
7133	KMT2D	lysine methyltransferase 2D	Approved	"TNRC21, MLL2"	"ALR, MLL4, CAGL114"	12q13.12	AF010403		PHF	PHD finger proteins	88
18541	KMT2E	lysine methyltransferase 2E	Approved	MLL5	HDCMC04P	7q22.3	AF067804		PHF	PHD finger proteins	88
16063	MLLT10	"MLLT10, histone lysine methyltransferase DOT1L cofactor"	Approved		AF10	10p12.31	U13948		PHF	PHD finger proteins	88
7138	MLLT6	"MLLT6, PHD finger containing"	Approved		"AF17, FLJ23480"	17q12		NM_005937	PHF	PHD finger proteins	88
29535	MTF2	metal response element binding transcription factor 2	Approved		"M96, PCL2, TDRD19A"	1p22.1	AJ010014	NM_007358	PHF	PHD finger proteins	88
7803	NFX1	"nuclear transcription factor, X-box binding 1"	Approved		"NFX2, MGC20369, Tex42, TEG-42"	9p12	U19759		PHF	PHD finger proteins	88
14234	NSD1	nuclear receptor binding SET domain protein 1	Approved	STO	"ARA267, FLJ22263, KMT3B"	5q35.3	AK026066	NM_172349	PHF	PHD finger proteins	88
8919	PHF1	PHD finger protein 1	Approved		"MTF2L2, TDRD19C, PCL1"	6p21.32	AF029678		PHF	PHD finger proteins	88
18250	PHF10	PHD finger protein 10	Approved		"FLJ10975, XAP135, BAF45a"	6q27	AF338735	NM_018288	PHF	PHD finger proteins	88
17024	PHF11	PHD finger protein 11	Approved		"NY-REN-34, BCAP, IGER"	13q14.2	AB011031	NM_016119	PHF	PHD finger proteins	88
20816	PHF12	PHD finger protein 12	Approved		"PF1, KIAA1523"	17q11.2	AB040956	NM_020889	PHF	PHD finger proteins	88
22983	PHF13	PHD finger protein 13	Approved		MGC43399	1p36.31	AK027492	NM_153812	PHF	PHD finger proteins	88
22203	PHF14	PHD finger protein 14	Approved		KIAA0783	7p21.3	AB018326	NM_014660	PHF	PHD finger proteins	88
22984	JADE2	jade family PHD finger 2	Approved	PHF15	"KIAA0239, JADE-2"	5q31.1	AJ251833	NM_015288	PHF	PHD finger proteins	88
22982	JADE3	jade family PHD finger 3	Approved	PHF16	"KIAA0215, JADE-3"	Xp11.3	AF127774	NM_014735	PHF	PHD finger proteins	88
30027	JADE1	jade family PHD finger 1	Approved	PHF17	JADE-1	4q28.2		NM_024900	PHF	PHD finger proteins	88
24566	PHF19	PHD finger protein 19	Approved		"DKFZP727G051, PCL3, MTF2L1, TDRD19B"	9q33.2	BX640713	XM_045308	PHF	PHD finger proteins	88
8920	PHF2	PHD finger protein 2	Approved		"KIAA0662, JHDM1E, CENP-35, KDM7C"	9q22.31	AF043725	NM_005392	PHF	PHD finger proteins	88
16098	PHF20	PHD finger protein 20	Approved	C20orf104	"dJ1121G12.1, TDRD20A"	20q11.22-q11.23	AL109965	NM_016436	PHF	PHD finger proteins	88
24280	PHF20L1	PHD finger protein 20 like 1	Approved		"CGI-72, FLJ13649, MGC64923, FLJ21615, TDRD20B"	8q24.22	AF230666	NM_016018	PHF	PHD finger proteins	88
24156	PHF21A	PHD finger protein 21A	Approved		"BHC80, KIAA1696, BM-006"	11p11.2	AL359593	NM_016621	PHF	PHD finger proteins	88
25161	PHF21B	PHD finger protein 21B	Approved	PHF4	"BHC80L, FLJ34161"	22q13.31	AK091480	NM_138415	PHF	PHD finger proteins	88
25067	INTS12	integrator complex subunit 12	Approved	PHF22	"SBBI22, INT12"	4q24		NM_020395	PHF	PHD finger proteins	88
28428	PHF23	PHD finger protein 23	Approved		"MGC2941, FLJ16355"	17p13.1	AK122791	NM_024297	PHF	PHD finger proteins	88
29180	PHF24	PHD finger protein 24	Approved	KIAA1045		9p13.3	AB028968	NM_001304333	PHF	PHD finger proteins	88
8921	PHF3	PHD finger protein 3	Approved			6q12	AF091622		PHF	PHD finger proteins	88
18000	PHF5A	PHD finger protein 5A	Approved		"MGC1346, SF3b14b, INI, bK223H9.2, Rds3, SAP14b, SF3B7"	22q13.2	BC007321	NM_032758	PHF	PHD finger proteins	88
18145	PHF6	PHD finger protein 6	Approved	"BFLS, BORJ"	"KIAA1823, MGC14797, CENP-31"	Xq26.2	AB058726	NM_032458	PHF	PHD finger proteins	88
18458	PHF7	PHD finger protein 7	Approved		"NYD-SP6, HSPC226"	3p21.1	AY014283	NM_016483	PHF	PHD finger proteins	88
20338	G2E3	G2/M-phase specific E3 ubiquitin protein ligase	Approved	KIAA1333	"FLJ20333, PHF7B"	14q12	AK000340	NM_017769	PHF	PHD finger proteins	88
20672	PHF8	PHD finger protein 8	Approved		"ZNF422, KIAA1111, JHDM1F, KDM7B"	Xp11.22	AB029034	NM_015107	PHF	PHD finger proteins	88
20748	FANCL	FA complementation group L	Approved	PHF9	"FLJ10335, FAAP43, Pog"	2p16.1	AK001197	NM_018062	PHF	PHD finger proteins	88
24351	PHRF1	PHD and ring finger domains 1	Approved	RNF221	"KIAA1542, PPP1R125"	11p15.5	BC004950	NM_020901	PHF	PHD finger proteins	88
30256	PYGO1	pygopus family PHD finger 1	Approved			15q21.3	AF457207	NM_015617	PHF	PHD finger proteins	88
30257	PYGO2	pygopus family PHD finger 2	Approved			1q21.3	BC006132	NM_138300	PHF	PHD finger proteins	88
18118	RSF1	remodeling and spacing factor 1	Approved	HBXAP	"XAP8, RSF-1, p325"	11q14.1	"AF380176, AF227948"	NM_016578	PHF	PHD finger proteins	88
19336	SHPRH	SNF2 histone linker PHD RING helicase	Approved		"FLJ90837, KIAA2023, bA545I5.2"	6q24.3	AB095943	NM_173082	PHF	PHD finger proteins	88
11206	SP100	SP100 nuclear antigen	Approved			2q37.1	AF056322	NM_003113	PHF	PHD finger proteins	88
5401	SP110	SP110 nuclear body protein	Approved	"IFI41, IFI75"		2q37.1	L22343	NM_080424	PHF	PHD finger proteins	88
17133	SP140	SP140 nuclear body protein	Approved		"LYSP100-B, LYSP100-A"	2q37.1	U63420	NM_007237	PHF	PHD finger proteins	88
25105	SP140L	SP140 nuclear body protein like	Approved			2q37.1	BC004921	NM_138402	PHF	PHD finger proteins	88
17303	TAF3	TATA-box binding protein associated factor 3	Approved		"TAF140, TAFII140"	10p14	AJ292190	NM_031923	PHF	PHD finger proteins	88
11629	TCF19	transcription factor 19	Approved		SC1	6p21.33	U25826	NM_007109	PHF	PHD finger proteins	88
11812	TRIM24	tripartite motif containing 24	Approved	TIF1	"hTIF1, Tif1a, RNF82, TIF1A"	7q33-q34	AF009353	NM_015905	PHF	PHD finger proteins	88
16384	TRIM28	tripartite motif containing 28	Approved		"TIF1B, KAP1, TF1B, RNF96, PPP1R157"	19q13.4		NM_005762	PHF	PHD finger proteins	88
16290	TRIM33	tripartite motif containing 33	Approved		"TIF1GAMMA, FLJ11429, KIAA1113, TIFGAMMA, RFG7, TF1G, TIF1G, PTC7"	1p13.2	AF220136	NM_015906	PHF	PHD finger proteins	88
29005	TRIM66	tripartite motif containing 66	Approved	C11orf29	"KIAA0298, TIF1D"	11p15.4	AB002296	XM_084529	PHF	PHD finger proteins	88
12556	UHRF1	ubiquitin like with PHD and ring finger domains 1	Approved		"ICBP90, Np95, FLJ21925, RNF106, TDRD22"	19p13.3	AF129507	NM_001048201	PHF	PHD finger proteins	88
12557	UHRF2	ubiquitin like with PHD and ring finger domains 2	Approved		"RNF107, NIRF, URF2, MGC33463, TDRD23"	9p24.1	AF274049	NM_152306	PHF	PHD finger proteins	88
12766	NSD2	nuclear receptor binding SET domain protein 2	Approved	WHSC1	"MMSET, KMT3G"	4p16.3	AF083386	NM_133330	PHF	PHD finger proteins	88
12767	NSD3	nuclear receptor binding SET domain protein 3	Approved	WHSC1L1	"FLJ20353, WHISTLE, KMT3F"	8p11.23	AF332469	NM_023034	PHF	PHD finger proteins	88
16966	ZMYND11	zinc finger MYND-type containing 11	Approved		BS69	10p15.3	X86098	NM_006624	PHF	PHD finger proteins	88
9397	ZMYND8	zinc finger MYND-type containing 8	Approved	PRKCBP1	RACK7	20q13.12	U48251	NM_183047	PHF	PHD finger proteins	88
28724	APLF	aprataxin and PNKP like factor	Approved	C2orf13	"MGC47799, Xip1, ZCCHH1"	2p13.3	BC030711	NM_173545		Zinc fingers	26
1117	BSN	bassoon presynaptic cytomatrix protein	Approved	ZNF231		3p21.31	AF052224	NM_003458		Zinc fingers	26
33879	DNLZ	DNL-type zinc finger	Approved	C9orf151	"RP11-413M3.2, ZIM17, bA413M3.2, TIMM15, HEP"	9q34.3	AL592301	NM_001080849		Zinc fingers	26
25404	FLYWCH1	FLYWCH-type zinc finger 1	Approved		DKFZp761A132	16p13.3	AL136585	NM_032296		Zinc fingers	26
6600	LIG3	DNA ligase 3	Approved	LIG2	LIG3alpha	17q12		NM_013975		Zinc fingers	26
26021	LYAR	Ly1 antibody reactive	Approved		"ZC2HC2, ZLYAR"	4p16.3	AL136750	NM_017816		Zinc fingers	26
18261	NPLOC4	"NPL4 homolog, ubiquitin recognition factor"	Approved		"NPL4, FLJ20657, KIAA1499"	17q25.3	AB040932	NM_017921		Zinc fingers	26
270	PARP1	poly(ADP-ribose) polymerase 1	Approved	"PPOL, ADPRT"	PARP	1q42.12	BC037545	NM_001618		Zinc fingers	26
13406	PCLO	piccolo presynaptic cytomatrix protein	Approved		"KIAA0559, DKFZp779G1236, ACZ"	7q21.11	AB011131	NM_014510		Zinc fingers	26
12033	TRAF3	TNF receptor associated factor 3	Approved		"CAP-1, CD40bp, CRAF1, LAP1, RNF118"	14q32.32	U21092	NM_145725		Zinc fingers	26
12310	TRIP4	thyroid hormone receptor interactor 4	Approved		"HsT17391, ZC2HC5, ASC-1"	15q22.31	L40371	NM_016213		Zinc fingers	26
29913	ZC3HC1	zinc finger C3HC-type containing 1	Approved		NIPA	7q32.2	AF151050	NM_016478		Zinc fingers	26
24931	ZC4H2	zinc finger C4H2-type containing	Approved	"KIAA1166, WWS"	HCA127	Xq11.2	AF270491	NM_018684		Zinc fingers	26
28328	ZFC3H1	zinc finger C3H1-type containing	Approved	"PSRC2, CCDC131"	"MGC23401, KIAA0546, CSRC2"	12q21.1	AB011118	NM_144982		Zinc fingers	26
13051	ZPR1	ZPR1 zinc finger	Approved	ZNF259		11q23.3	AF019767	NM_003904		Zinc fingers	26
28580	RTP1	receptor transporter protein 1	Approved		"MGC35450, Z3CXXC1"	3q27.3	BC034744	NM_153708	Z3CXXC	Zinc fingers 3CxxC-type	137
32486	RTP2	receptor transporter protein 2	Approved		"MGC78665, Z3CXXC2"	3q27.3	AY562236	NM_001004312	Z3CXXC	Zinc fingers 3CxxC-type	137
15572	RTP3	receptor transporter protein 3	Approved	TMEM7	"LTM1, Z3CXXC3"	3p21.31	AJ312776	NM_031440	Z3CXXC	Zinc fingers 3CxxC-type	137
23992	RTP4	receptor transporter protein 4	Approved		"IFRG28, Z3CXXC4"	3q27.3	BC013161	NM_022147	Z3CXXC	Zinc fingers 3CxxC-type	137
26585	RTP5	receptor transporter protein 5 (putative)	Approved	"C2orf85, CXXC11"	"FLJ33590, Z3CXXC5"	2q37.3	AK090909	NM_173821	Z3CXXC	Zinc fingers 3CxxC-type	137
20436	ZAR1	zygote arrest 1	Approved		Z3CXXC6	4p11	AY193890		Z3CXXC	Zinc fingers 3CxxC-type	137
37116	ZAR1L	zygote arrest 1 like	Approved		Z3CXXC7	13q13.1			Z3CXXC	Zinc fingers 3CxxC-type	137
26911	ZCCHC24	zinc finger CCHC-type containing 24	Approved	C10orf56	"FLJ90798, Z3CXXC8"	10q22.3	AK075279	NM_153367	Z3CXXC	Zinc fingers 3CxxC-type	137
25858	ZFAND1	zinc finger AN1-type containing 1	Approved		FLJ14007	8q21.13		NM_024699	ZFAND	Zinc fingers AN1-type	63
28073	ZFAND2A	zinc finger AN1-type containing 2A	Approved		AIRAP	7p22.3	BC029558	NM_182491	ZFAND	Zinc fingers AN1-type	63
25206	ZFAND2B	zinc finger AN1-type containing 2B	Approved		AIRAPL	2q35	AK074571	NM_138802	ZFAND	Zinc fingers AN1-type	63
18019	ZFAND3	zinc finger AN1-type containing 3	Approved	TEX27	FLJ13222	6p21.2	AK023284	NM_021943	ZFAND	Zinc fingers AN1-type	63
23504	ZFAND4	zinc finger AN1-type containing 4	Approved	ANUBL1	FLJ40185	10q11.22	AF311324	NM_174890	ZFAND	Zinc fingers AN1-type	63
13008	ZFAND5	zinc finger AN1-type containing 5	Approved	"ZNF216, ZA20D2"	ZFAND5A	9q21.13	AF062072		ZFAND	Zinc fingers AN1-type	63
30164	ZFAND6	zinc finger AN1-type containing 6	Approved	ZA20D3	"ZFAND5B, AWP1"	15q25.1	BC005283	NM_019006	ZFAND	Zinc fingers AN1-type	63
5542	IGHMBP2	immunoglobulin mu DNA binding protein 2	Approved		"ZFAND7, SMUBP2, CATF1, SMARD1, HCSA, HMN6, CMT2S"	11q13.3	L14754	NM_002180	ZFAND	Zinc fingers AN1-type	63
447	ZBED1	zinc finger BED-type containing 1	Approved	ALTE	"TRAMP, KIAA0785, DREF, hDREF"	Xp22.33 and Yp11	AB018328	NM_004729	ZBED	Zinc fingers BED-type	64
20710	ZBED2	zinc finger BED-type containing 2	Approved		MGC10796	3q13.13	BC003536	NM_024508	ZBED	Zinc fingers BED-type	64
20711	ZBED3	zinc finger BED-type containing 3	Approved		MGC15435	5q13.3	BC007239	NM_032367	ZBED	Zinc fingers BED-type	64
20721	ZBED4	zinc finger BED-type containing 4	Approved		KIAA0637	22q13.33	AB014537	NM_014838	ZBED	Zinc fingers BED-type	64
30803	ZBED5	zinc finger BED-type containing 5	Approved		Buster1	11p15.4	AF205601	NM_021211	ZBED	Zinc fingers BED-type	64
33273	ZBED6	zinc finger BED-type containing 6	Approved			1q32.1		NM_001174108	ZBED	Zinc fingers BED-type	64
1081	BNC1	basonuclin 1	Approved	BNC	HsT19447	15q25.2	L03427	NM_001717	ZNF	Zinc fingers C2H2-type	28
30988	BNC2	basonuclin 2	Approved		"BSN2, FLJ20043"	9p22.3-p22.2	AK092247	NM_017637	ZNF	Zinc fingers C2H2-type	28
13723	CTCF	CCCTC-binding factor	Approved			16q22.1	U25435	NM_006565	ZNF	Zinc fingers C2H2-type	28
16234	CTCFL	CCCTC-binding factor like	Approved		"dJ579F20.2, BORIS, CT27"	20q13.31		NM_080618	ZNF	Zinc fingers C2H2-type	28
3121	E4F1	E4F transcription factor 1	Approved		E4F	16p13.3	U87269	NM_004424	ZNF	Zinc fingers C2H2-type	28
3239	EGR2	early growth response 2	Approved	KROX20		10q21.3	BC035625	NM_000399	ZNF	Zinc fingers C2H2-type	28
3240	EGR3	early growth response 3	Approved		PILOT	8p21.3	X63741	NM_004430	ZNF	Zinc fingers C2H2-type	28
3241	EGR4	early growth response 4	Approved		"NGFI-C, PAT133"	2p13.2		NM_001965	ZNF	Zinc fingers C2H2-type	28
4238	GFI1B	growth factor independent 1B transcriptional repressor	Approved		ZNF163B	9q34.13	AF081946	NM_004188	ZNF	Zinc fingers C2H2-type	28
4317	GLI1	GLI family zinc finger 1	Approved	GLI		12q13.3		NM_005269	ZNF	Zinc fingers C2H2-type	28
4318	GLI2	GLI family zinc finger 2	Approved		"THP2, HPE9, THP1"	2q14.2		NM_005270	ZNF	Zinc fingers C2H2-type	28
4319	GLI3	GLI family zinc finger 3	Approved	"GCPS, PHS"	"PAP-A, PAPA, PAPA1, PAPB, ACLS, PPDIV"	7p14.1		NM_000168	ZNF	Zinc fingers C2H2-type	28
29525	GLIS1	GLIS family zinc finger 1	Approved		FLJ36155	1p32.3	AK093474	NM_147193	ZNF	Zinc fingers C2H2-type	28
29450	GLIS2	GLIS family zinc finger 2	Approved		NPHP7	16p13.3	AF325914	NM_032575	ZNF	Zinc fingers C2H2-type	28
4662	GTF3A	general transcription factor IIIA	Approved		"TFIIIA, AP2"	13q12.2		NM_002097	ZNF	Zinc fingers C2H2-type	28
13176	IKZF1	IKAROS family zinc finger 1	Approved	ZNFN1A1	"hIk-1, LyF-1, Hs.54452, IKAROS, PPP1R92"	7p12.2	U40462	NM_006060	ZNF	Zinc fingers C2H2-type	28
13177	IKZF2	IKAROS family zinc finger 2	Approved	ZNFN1A2	Helios	2q34	AF130863	NM_016260	ZNF	Zinc fingers C2H2-type	28
13178	IKZF3	IKAROS family zinc finger 3	Approved	ZNFN1A3	Aiolos	17q12-q21.1	AF129512	NM_012481	ZNF	Zinc fingers C2H2-type	28
13179	IKZF4	IKAROS family zinc finger 4	Approved	ZNFN1A4	Eos	12q13.2	AF230809	NM_022465	ZNF	Zinc fingers C2H2-type	28
14283	IKZF5	IKAROS family zinc finger 5	Approved	ZNFN1A5	"Pegasus, FLJ22973"	10q26.13	AF230808	NM_022466	ZNF	Zinc fingers C2H2-type	28
17539	INSM2	INSM transcriptional repressor 2	Approved		"IA-6, Mlt1"	14q13.2	AF260323		ZNF	Zinc fingers C2H2-type	28
6345	KLF1	Kruppel like factor 1	Approved		EKLF	19p13.13	U37106	NM_006563	ZNF	Zinc fingers C2H2-type	28
11810	KLF10	Kruppel like factor 10	Approved	TIEG	"EGRA, TIEG1"	8q22.3	U21847		ZNF	Zinc fingers C2H2-type	28
11811	KLF11	Kruppel like factor 11	Approved	TIEG2	"Tieg3, MODY7"	2p25.1	AF028008	NM_003597	ZNF	Zinc fingers C2H2-type	28
6346	KLF12	Kruppel like factor 12	Approved		"AP-2rep, HSPC122, AP2REP"	13q22.1	AJ243274	NM_007249	ZNF	Zinc fingers C2H2-type	28
13672	KLF13	Kruppel like factor 13	Approved		"RFLAT-1, BTEB3, NSLP1, FKLF-2"	15q13.3	AF132599	NM_015995	ZNF	Zinc fingers C2H2-type	28
23025	KLF14	Kruppel like factor 14	Approved		BTEB5	7q32.2	AF490374	NM_138693	ZNF	Zinc fingers C2H2-type	28
14536	KLF15	Kruppel like factor 15	Approved		KKLF	3q21.3	AB029254	NM_014079	ZNF	Zinc fingers C2H2-type	28
16857	KLF16	Kruppel like factor 16	Approved		"NSLP2, BTEB4, DRRF"	19p13.3	AF327440		ZNF	Zinc fingers C2H2-type	28
6347	KLF2	Kruppel like factor 2	Approved		LKLF	19p13.11	AF123344		ZNF	Zinc fingers C2H2-type	28
16516	KLF3	Kruppel like factor 3	Approved		BKLF	4p14	AF285837		ZNF	Zinc fingers C2H2-type	28
6348	KLF4	Kruppel like factor 4	Approved		"EZF, GKLF"	9q31.2	AF022184	NM_004235	ZNF	Zinc fingers C2H2-type	28
6349	KLF5	Kruppel like factor 5	Approved	BTEB2	"IKLF, CKLF"	13q22.1	D14520		ZNF	Zinc fingers C2H2-type	28
2235	KLF6	Kruppel like factor 6	Approved	"BCD1, ST12, COPEB"	"CPBP, GBF, Zf9, PAC1"	10p15.2	U51869		ZNF	Zinc fingers C2H2-type	28
